,NAME,DP05_0001E-T Popo,DP02_0001E-T HHs,DP02_0002E-T Fam HHs,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0015E-Avg HH Size,DP02_0016E-Avg Fam Size,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0065E-HH-MeanEarnings,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0092E-Median Earning Workers,DP03_0093E-Median Earnings Male FT Workers,DP03_0094E-Median Earnings Female FT Workers,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0001E-T H U,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0006E-T HU,State,County,Tract,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0045PE-%Occup HU,DP04_0046PE-%Owner Occup HU,DP04_0048E-Owner Ave Household size,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP04_0101E-Med Onwer Monthly Mortgage,DP04_0134E-Median Gross Rent,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,DP05_0070PE-%H&L race,ALAND,AreaLand,crimeStats,crime,Popo_Density_Per_Hector
412,"Census Tract 17.01, Dallas County, Texas",452,256,118,7,53.9,1.77,2.35,8.2,0,-666666666,-666666666,1.8,5.9,44.1,1.1,84.5,16.3,6.4,1.5,68.6,3,3,13.9,22.8,1.2,7.8,2,10.2,25.8,195163,7,0,0,44.1,84211,109808,71250,88.7,88.7,11.3,11,76.5,100,296,86.5,19,1.7,296,48,113,1701,88.2,0,24,7.1,256,19.9,205,1.65,5.1,5.9,0,9.8,0,45.1,4001,1459,5.1,8.4,1.1,0,65.7,452,61000,61,1075,low,0.13
413,"Census Tract 21, Dallas County, Texas",2162,1427,402,6.4,71.8,1.51,2.17,11.9,23,-666666666,-666666666,4.5,4.5,60.5,1.7,90.8,13.8,7.3,5.2,65,5.1,8.2,11.9,26.5,0,14.6,2.9,15.6,10,107422,4.3,3.9,9.5,11.4,59855,69155,62386,77.2,77.2,8.9,6.5,44.4,33.8,1747,81.7,72,7.8,1747,48,113,2100,96.2,6.4,26.1,19.3,1427,2.5,1392,1.74,13.3,3.7,0,0,0,11.4,-666666666,1603,0.5,2.9,0.9,1.5,63.8,2162,99000,99,5726,high,0.05
414,"Census Tract 41, Dallas County, Texas",1377,412,322,30.3,21.8,3.34,3.82,4.2,62,6.9,14.9,27.6,2.3,91.7,1,77.6,49.3,0,20.3,7.7,22.2,14.3,2.3,3.6,0,10.9,28.9,5.8,0,43394,20.4,7.3,35.7,0,23606,28558,-666666666,21.4,21.4,28.5,42.2,62.9,51,492,83.7,0,3,492,48,113,4100,2.6,0,0,0,412,33,276,3.86,8,9.2,47.1,2.9,0,0,863,572,14.1,8.9,0,0,49.1,1377,219000,219,1045,low,0.16
415,"Census Tract 47, Dallas County, Texas",3326,874,612,23.7,30,3.61,4.3,8.2,88,0,25.6,19.1,2.2,83.9,0,65.3,78.3,1.5,8.4,21.9,28.6,8.1,2.4,17.6,0,8.7,9,9,0,51817,13.4,0.5,16,0,23912,29826,23657,33,33,28.2,22.2,100,41.4,1049,83.3,7.8,6.6,1049,48,113,4700,8.4,1,2.9,3.6,874,27.6,633,4.46,7.6,25.2,10,25.7,14.1,1.7,1290,844,8.3,7.9,0,0,87.1,3326,96000,96,2509,high,0.03
416,"Census Tract 51, Dallas County, Texas",2864,776,600,16.1,22.7,3.69,4.18,6.4,0,18.3,3.2,12.9,5.7,97.7,0.1,68.5,67.3,2.2,3.8,17.3,17.8,11.2,5.4,7.7,0,5.4,13.5,17.1,0.6,60604,30.8,2.1,13,0,26224,34336,27083,42.7,42.7,27.2,13.7,-666666666,38.3,843,92.1,0,0,843,48,113,5100,0,0,2.1,0,776,68.8,242,3.46,0,25.5,30.3,21.2,8.8,0,1139,1020,6.1,13.3,0,0,94.9,2864,98000,98,885,low,0.03
417,"Census Tract 56, Dallas County, Texas",7920,1760,1285,21.4,27,4.49,5.44,5.5,16,0,6.4,22.5,1.9,90.6,1.3,64.3,75.6,0,11.1,7.8,23,7.3,2.4,10.5,0,11.2,20.5,4.9,0.9,48037,19.6,3.1,34.5,1.2,22065,31416,21676,23.2,23.2,35.2,31.3,54.9,46.6,1971,89.3,0,9.7,1971,48,113,5600,0,0,0.5,0.7,1760,56.6,763,3.94,0,21.3,66.8,6.5,0,0,942,875,9.1,6.5,0.4,0,77.4,7920,246000,246,3061,high,0.03
418,"Census Tract 147.02, Dallas County, Texas",3460,963,802,23.4,16.7,3.59,3.92,4.2,0,3.8,0,21.2,4.4,83.8,4,60.8,64.8,7,3.3,13.8,24.3,10.3,5.9,10.9,0,2.1,11.9,15.7,2.9,58984,18.5,6.5,12.9,2.7,22633,32457,21486,48.8,48.8,24.8,17,0,36.5,1064,90.5,2.6,4,1064,48,113,14702,19.5,0,4,0,963,45.3,527,3.12,10.5,24.7,8.3,26.6,32.8,0,1470,887,9.2,9.1,0,0,70.5,3460,160000,160,1,low,0.05
419,"Census Tract 143.02, Dallas County, Texas",6422,2123,1528,15.4,28,3.02,3.46,8.2,0,11.5,0,11.8,7.4,82.8,2.9,62.1,58.6,4.5,3.8,15,29.1,11.3,4.5,15.6,0.9,3.5,8.4,5.7,1,70023,26.8,9.9,14.4,1.4,25563,35578,30159,50.2,50.2,25.6,8.8,0,37.6,2194,96.8,0,4.4,2194,48,113,14302,7.4,0,3.4,1.2,2123,62.5,797,2.77,8.4,21.5,27,42.7,22,0,1307,857,7.7,16,0,0.8,63.9,6422,252000,252,15,low,0.04
420,"Census Tract 167.01, Dallas County, Texas",7290,2514,1606,26.3,36.1,2.9,3.77,4.4,0,34.3,31.8,14.8,8.5,97.3,0,94.8,10.9,0,12.5,20.1,26.7,10.7,9,18.2,0,8.4,14.8,10.5,2,51943,42.9,1.6,20.2,3.1,25396,34440,31898,51.4,51.4,13.5,9.4,0,9.1,2640,95.2,0,0,2640,48,113,16701,0.8,0,0,1.1,2514,73.7,661,3.03,7.8,25.2,59.3,14.6,5.2,0.9,1012,894,5,17.9,0.7,0,11.3,7290,674000,674,4237,high,0.09
421,"Census Tract 159, Dallas County, Texas",3735,1284,857,20.6,33.3,2.91,3.63,5.4,72,0,0,17.1,5.5,87,0,68.4,59.6,3.6,4.2,15,22.5,6,3.3,8.3,0.4,9.5,21.1,6.6,0,41459,17.2,3,29.5,0,22888,24833,26193,25.5,25.5,39.3,24.7,32.4,55.3,1355,94.8,0,0.8,1355,48,113,15900,7.7,0.9,0.7,5.1,1284,22.4,996,4.92,6.6,23.1,44.4,28.1,19.1,0,1079,492,5.4,12.1,0.3,0.2,76.7,3735,570000,570,183,low,0.15
422,"Census Tract 167.04, Dallas County, Texas",4435,1316,1044,27.2,20.7,3.37,3.84,3.4,144,40.5,15.9,12.1,4.6,87.6,0,92.2,24,3.2,7.1,25,23.9,5.9,9.8,7.3,0,6.5,9.3,17.1,0.5,50055,36.7,5,32.6,0.6,25360,30000,31820,55.6,55.6,11.8,13.5,13.2,31.3,1477,89.1,0,21.2,1477,48,113,16704,0,0,0,0,1316,67.3,430,3.57,6.9,33.2,55.8,19.9,15.6,0,1097,1161,8.1,15.4,1.1,0,28.1,4435,259000,259,1,low,0.06
423,"Census Tract 192.04, Dallas County, Texas",9598,2725,2063,18.7,24.3,3.52,4.02,6.7,28,0,43.5,9.1,7.5,83.9,0.6,60.3,57.4,4,4.9,28,21.6,18.6,4.6,15.5,0.9,0.4,8.5,9.2,1.2,77230,13.4,2.6,13.7,1.6,32517,37361,34222,43.3,43.3,38.8,12.2,11.3,61,2986,91.3,3.4,11.2,2986,48,113,19204,5,0.4,0,1.1,2725,44.4,1515,2.78,3.1,21.7,12.5,18.1,31.6,0.9,1560,1202,7.8,7.4,0.2,0.9,70.2,9598,285000,285,210,low,0.03
424,"Census Tract 150, Dallas County, Texas",8209,2226,1901,22.7,14.6,3.69,3.92,5.1,16,32.1,26.4,16.9,5.1,86.1,0.4,57.5,77.2,2.6,4.2,14.8,28.2,6,6.1,14.5,2.1,6.8,10.6,8.5,1.8,57536,16.8,8.6,12.8,2.1,21896,34863,26788,39.1,39.1,32.8,16.7,47.1,47.7,2382,93.5,0,8.9,2382,48,113,15000,8.6,0,0,1.6,2226,55.8,985,3.56,4.2,37.2,27.2,35.5,21.8,2.5,1280,939,5.2,9,0,0.1,54,8209,829000,829,7,low,0.1
425,"Census Tract 151, Dallas County, Texas",6446,1871,1513,15.3,19.1,3.44,3.88,3.3,40,52.4,10,16.8,5.8,94.4,0.4,68.5,61.5,2.2,6.9,18.6,14.4,10.7,11.9,13.3,0,6.4,6.5,12.7,3.4,68609,24.1,2.9,12.2,4.2,28014,34815,30504,50.2,50.2,28,10.4,24.9,45.2,1992,93.9,0,1.3,1992,48,113,15100,7,2,1.6,1.5,1871,67.1,616,3.25,4.2,31.6,23.9,45.7,14.3,0,1260,872,9.6,13.5,0.7,1,67.9,6446,359000,359,4,low,0.06
426,"Census Tract 158, Dallas County, Texas",2195,611,483,22.6,20.9,3.59,4.04,5.3,228,0,25.5,24.1,2.1,89.9,0,64.2,69.8,2.3,1.4,11,19.7,11.7,7.3,8.1,0,5.6,12.8,13.1,0,49467,17.8,0.5,9.2,0,21267,32308,19272,35.7,35.7,36.9,6.2,0,37.5,691,88.4,3.6,0,691,48,113,15800,0,0,3.9,0,611,66.1,207,3.66,0,16.2,75.5,13.4,0,0,1099,793,12.2,10.2,0,0,89.7,2195,1317000,1317,1,low,0.6
427,"Census Tract 160.01, Dallas County, Texas",5324,1379,1077,26.8,21.9,3.81,4.38,4.3,94,0,37.7,20.2,2.1,88.7,1.9,69.5,68.3,1.8,4.2,11.3,31.8,8.3,3.3,12.3,0,4.9,21.5,10.2,0.9,46255,27.3,4.1,18.5,1.1,25178,27311,26778,31,31,36,28.4,41.3,47.2,1446,95.4,0,4.9,1446,48,113,16001,2.8,1.8,0.7,1.8,1379,63.7,501,3.81,2.9,29.2,80.1,10.7,0,0,944,1007,8.9,14.5,0.4,0,76,5324,158000,158,1,low,0.03
428,"Census Tract 162.02, Dallas County, Texas",6569,2050,1477,15.6,28,3.2,3.85,4.7,88,0,0,11.6,4.6,86.4,0,68.9,55.5,4,9.8,22.4,13,29.2,2.7,13.8,0,7.4,11.4,6.4,0,51147,31.3,2.2,20.2,0,22218,25925,33716,34.2,34.2,35.7,12.5,8.8,22.7,2237,91.6,0,8.2,2237,48,113,16202,10.6,0,1.7,5.1,2050,45.6,1115,2.96,2,14.7,49.2,22.4,23.5,0,1160,949,8.5,11.2,0,0.2,86.6,6569,237000,237,1,low,0.04
429,"Census Tract 163.02, Dallas County, Texas",2161,577,514,24.8,10.9,3.75,3.95,3.2,0,0,6.2,18.7,2.9,90,3.7,60.7,69.2,2.1,6.1,18.4,19,10.5,9.3,15.7,0.5,4.9,14.4,12.3,0,52419,29.5,0.7,13,0,26682,35532,25956,36.3,36.3,25.2,22,28,37.6,618,93.4,0,0,618,48,113,16302,4.4,0,4.4,0,577,72.3,160,3.66,2.6,27.4,49.4,34.5,6.5,3.4,1162,900,10.5,10.9,0.5,0,87.4,2161,86000,86,1,low,0.04
430,"Census Tract 166.11, Dallas County, Texas",6212,2231,1569,18.2,29.7,2.73,3.33,3.3,105,29.1,9.4,9.8,8.7,90.8,0,94.3,22.2,3.6,9.4,33.3,10.7,12,9.8,6.8,0.4,3.1,2.8,22.6,1.9,83957,16.8,4.4,8.2,0.6,40542,45571,53409,73.2,73.2,9,10.4,22.2,23.7,2372,94.1,0,9.9,2372,48,113,16611,6.1,2.9,0,0,2231,59.8,896,2.76,7.3,25.2,11.3,46.5,27.3,0,1398,1326,6.3,10.3,0.3,0,33.1,6212,523000,523,4,low,0.08
431,"Census Tract 169.02, Dallas County, Texas",6087,1186,884,28.1,25.5,3.14,3.74,3.1,121,34.5,21.3,18.6,3.7,64.2,0.3,86.7,33.5,5.1,10.1,12.5,26.9,13.8,7.2,12.1,0,9.8,13.1,7.4,2.5,61163,24.8,1.8,24.2,2.6,21086,41331,31107,32.8,32.8,26.2,24.4,76.9,45.1,1255,94.5,1.6,0,1255,48,113,16902,0,1.4,0,0.9,1186,67.2,389,3.04,2.1,39,40.2,20.6,7.8,0,1080,923,5.2,6.9,1,0.2,58.8,6087,2513000,2513,14,low,0.41
432,"Census Tract 192.08, Dallas County, Texas",6856,2016,1290,21.4,36,3.4,4.33,7.9,72,17.4,28.2,11.7,6.1,74.8,1.4,59.1,70.5,3.2,5.8,18.1,35.6,12.2,4.7,13,0,4.3,15.5,6.3,0,51309,13.1,1.9,16.1,0,21692,29794,22694,38.7,38.7,32.8,18,22.3,37.3,2252,89.5,5.5,7.9,2252,48,113,19208,25.4,0,1.3,2.7,2016,27.5,1462,3.34,7.7,19.8,23.5,38.6,30,0,1366,895,12.6,5,0.9,0.3,25.2,6856,125000,125,3181,high,0.02
433,"Census Tract 181.22, Dallas County, Texas",16627,5029,4350,12.4,13.5,3.31,3.62,1.1,0,29,6.3,9.9,10.2,84.3,0.1,77.2,31.8,7.9,5.6,36.8,14.5,6.7,6.7,15.9,0.4,1.3,5.9,14,5.1,99891,17.4,0.4,3.1,5.3,40998,58283,46512,73.7,73.7,11.3,4.1,0,16.4,5065,99.3,0,0,5065,48,113,18122,0,3.7,0,2.3,5029,90.5,476,3.21,1.7,41.3,6.7,12.5,32.2,2.4,1784,1311,9.7,10.9,0.5,1.1,73.3,16627,1924000,1924,2,low,0.12
434,"Census Tract 195.02, Dallas County, Texas",4649,1762,1437,15.4,18.4,2.64,2.97,1.2,0,0,0,0.7,1.8,82.1,0.3,92.9,8.3,12.3,2.3,74.6,3.7,5.7,20.3,27.9,0.5,1.6,4,8.8,48.2,252915,20.3,0.6,0.6,55.7,104149,210893,104432,93.1,93.1,1.3,3.2,0,17.6,2023,87.1,0.7,8.9,2023,48,113,19502,1.8,5.1,1.5,1.4,1762,70.8,514,2.8,6,24.1,1.3,0,1.4,23.2,4001,2435,5.7,15.3,0,0,96.1,4649,207000,207,11,low,0.04
435,"Census Tract 197, Dallas County, Texas",1930,745,582,1.5,21.9,2.59,2.97,1.9,0,0,0,0.4,1.3,93.3,0,93.3,8.7,8,0,70.1,1.9,4.5,28.8,24.8,3,2.3,0,3.6,59.5,451457,34.8,0,0,71.8,105000,250001,124583,89.6,89.6,0.3,1.4,0,0,848,87.9,2.4,0,848,48,113,19700,0,3.4,0,0,745,91.1,66,2.52,0.8,25.5,0,0,3.8,5.6,4001,3250,6.4,25.6,0,0.8,93.9,1930,213000,213,1,low,0.11
436,"Census Tract 178.07, Dallas County, Texas",5954,2220,1336,15.2,39.8,2.68,3.63,3.8,0,5.6,0,10.9,3.6,75,1,68.6,54,3.3,5.6,20.8,20.1,10,4.5,6.1,0,2.9,9.1,15.3,0.8,58239,19.5,0,14.4,1.3,31461,41371,31992,47.4,47.4,31.8,6.9,42.6,14.4,2330,95.3,0,7.1,2330,48,113,17807,25.9,0,1.2,2.2,2220,35.2,1439,4.02,17,21.5,25.9,42.5,18.8,2.4,1426,952,5.9,11.2,0.3,0,77.5,5954,241000,241,2,low,0.04
437,"Census Tract 160.02, Dallas County, Texas",3177,917,650,13.4,29.1,3.41,4.18,4.5,105,7.5,7.5,20.1,3.9,89.3,0.2,73,57.8,2.4,4.7,15.3,16.7,12,6.4,7.1,0,11.2,10,9.9,0,51083,19.8,4.7,23.1,0,25891,31217,23850,34.3,34.3,36.5,26,7.7,44.5,984,93.2,0,2.4,984,48,113,16002,2.7,0.5,1.4,8,917,35.9,588,3.6,3.5,18.9,55.3,16.7,13.1,0,1243,920,9.6,9.3,0.2,0,83.9,3177,158000,158,4,low,0.05
438,"Census Tract 164.09, Dallas County, Texas",3533,1158,895,4.7,22.7,3.05,3.46,4.8,0,1.3,0,6.2,5.3,93.1,0.9,82.6,38.5,3.9,8.5,53.8,6.1,13.4,9.5,8.8,0,0.9,2,18.7,10.9,105601,32.2,0.7,4.7,14.1,44511,63831,52889,68.3,68.3,14.6,4.6,0,0,1218,95.1,5.1,0,1218,48,113,16409,0,3.6,0,0,1158,96.1,45,3,0,36.4,3.4,22.9,34.1,0.2,1702,1696,5.3,20.5,0,0.6,62.8,3533,606000,606,1,low,0.17
439,"Census Tract 316.36, Collin County, Texas",6920,2598,2023,13.1,22.1,2.66,3.07,1.8,0,0,0,3.6,6.5,91.9,0.5,71.7,28.9,12.2,2.8,62.5,8.7,9.2,6.6,25.4,0,1.5,4.1,11.9,16.4,134192,27.7,0,1.2,19.6,54899,90250,56725,81.8,81.8,8.3,0.6,0,0,2659,97.7,0,3.8,2659,48,85,31636,2.1,1.4,2.1,1.1,2598,72,728,2.33,5.9,27.8,2.9,5.2,26.4,6,1631,1805,4.4,24,1,0.7,67.6,6920,315000,315,9,low,0.05
440,"Census Tract 320.08, Collin County, Texas",4378,1587,1189,7.1,25.1,2.73,3.18,3.6,18,0,0,2.9,7,93.7,1,78,29.8,4.9,3.9,46.2,16.3,11.5,8.8,16.3,1.7,1.8,4.7,17.3,10.9,103218,30.5,0,1.5,12.4,45122,54385,50840,67.9,67.9,20,5.6,0,0,1652,96.1,1.2,15.8,1652,48,85,32008,2.1,4.2,0,1.6,1587,91.2,139,2.67,0.8,33.5,0.7,28.9,28,1.5,1574,1589,2.4,22.5,1.3,0.4,77.2,4378,420000,420,1,low,0.1
441,"Census Tract 316.21, Collin County, Texas",5744,2409,1597,15.6,33.7,2.33,2.82,5.5,0,0,0,1.1,6.9,76.1,0.7,78.8,24.4,6.3,2.1,57,5.8,9.4,17.7,20.5,0,7.3,7.6,11.2,6.9,98383,22.5,1.2,3,9.1,49559,64750,50938,76.5,76.5,9,9.2,18,25.4,2769,87,0,15.8,2769,48,85,31621,18.5,0,4.3,7,2409,46.3,1294,2.31,9,15.8,0,2.4,18,0,1894,1297,9.2,21.4,0.3,0.5,72.8,5744,456000,456,1,low,0.08
442,"Census Tract 316.47, Collin County, Texas",3309,1372,882,10,35.7,2.4,3.07,2.7,0,0,0,5.5,3.9,87.5,1.6,82.5,25.8,13.3,2.5,50.5,12.3,13.7,11.3,15.6,0,0.7,3.1,14.1,16.8,130341,18.3,0,0.7,25.3,53964,95521,53065,86.8,86.8,3.6,0,0,0,1489,92.1,0,6.7,1489,48,85,31647,8,0.5,3.8,3.7,1372,37.6,856,3.2,3.4,17.6,0,0,0,30.4,2814,1365,4.4,16.8,0,0.7,73.1,3309,247000,247,3,low,0.07
443,"Census Tract 317.04, Collin County, Texas",3792,1845,1012,6.1,45.1,2.06,2.76,4.3,0,0,0,0,4.8,79.5,0.8,84,19.2,9.3,3.4,55.3,11.5,12.1,21.3,17.4,0,2.8,2.8,6.2,21,120932,14.9,0.4,1.4,35.8,44475,74958,53333,84.9,84.9,7.6,1.3,0,0,2071,89.1,1.7,7.5,2071,48,85,31704,17.4,0.5,1.9,1.3,1845,50.4,915,2.47,10.9,16,1.6,10,7.5,15.1,2710,1028,5.2,19.6,0.5,0.8,73.9,3792,154000,154,1919,high,0.04
444,"Census Tract 317.06, Collin County, Texas",2371,906,784,1.9,13.5,2.62,2.84,0.8,0,44.4,0,0.7,0.9,90.3,0,85.2,12.3,10.3,4.5,75.5,2.5,5.6,20.9,25,0.4,1.1,1.1,5.8,57.4,304147,28.3,0,0.7,60.5,98542,215909,98571,87.5,87.5,3,1.4,0,0,912,99.3,0,0,912,48,85,31706,0,0,0,0.7,906,98.8,11,2.62,1.4,39.2,2.2,0.9,1.2,63.6,3943,-666666666,2.1,26.7,0.7,0.9,83.5,2371,180000,180,805,low,0.08
445,"Census Tract 317.08, Collin County, Texas",4182,2046,1118,9.8,45.4,2.04,2.65,7,34,48.6,0,0.6,7.9,78.3,1.1,79.5,23.4,7.2,2.4,45.5,15.9,7.3,14.3,20.5,0,3.1,11.9,13.2,13.6,100499,25.3,0.4,0.8,22.8,40625,67143,54052,72.5,72.5,14.9,5.8,0,19.6,2258,90.6,4.7,7.8,2258,48,85,31708,15.2,0,1.4,0.4,2046,51.8,986,2.1,4.2,17,1.5,1.8,15,17.4,2394,939,3.4,21,0.4,0.9,65.9,4182,233000,233,967,low,0.06
446,"Census Tract 317.09, Collin County, Texas",4262,1892,1034,3.8,45.3,2.25,2.94,8.5,0,0,0,2.2,4.9,74.1,1,64.9,41.8,7.4,2.3,66.9,1.6,8.6,17.6,23.4,0,6.7,9.9,9,12.4,98523,18.9,0,4,22.7,53482,79402,63362,80.3,80.3,9.1,10.9,0,45.7,2420,78.2,9.3,16.2,2420,48,85,31709,19.4,0,4.3,1.3,1892,44.1,1057,2.51,13.2,21.5,0,0,2.4,7.2,2594,1315,6.3,19.2,0,3.6,62.4,4262,380000,380,750,low,0.09
447,"Census Tract 320.09, Collin County, Texas",6963,2522,1918,9.6,23.9,2.76,3.01,8.2,0,0,0,0.9,4.8,79.9,0,73.7,29.9,5.2,2.6,71.6,3.5,7.1,15.9,21.2,0.3,2.3,1.3,14.6,27.6,185734,25.7,2.3,4.2,33.5,70469,116429,63897,81,81,3.3,5.4,0,88,2573,98,0,0,2573,48,85,32009,3.6,0,0.3,0.8,2522,77.1,578,2.62,8.8,24.1,0,1.6,7.5,1.7,2103,1832,3.1,20.5,0,0.2,67.2,6963,505000,505,2,low,0.07
448,"Census Tract 316.37, Collin County, Texas",7141,2195,2058,6.3,6.2,3.25,3.36,1.1,0,0,0,0,5.9,92.2,1,69.1,33.6,6.2,2.1,62.5,8.9,9,12.5,18.4,0,2.9,1.5,7.2,34.8,193796,21.6,3.5,1.8,35.6,71696,125750,81196,88.3,88.3,4.5,4.7,0,0,2264,97,0,0,2264,48,85,31637,0,1.1,0,0,2195,97.8,48,3.2,0,36.2,0,0.7,1.6,21.4,2623,1725,4,18.8,0.6,1.4,71,7141,316000,316,1,low,0.04
449,"Census Tract 316.49, Collin County, Texas",4622,2016,1375,4.9,31.8,2.29,2.77,3.4,0,0,0,2.1,5.5,84.6,0,82.6,16.9,6.5,5.2,59.6,6.9,10.6,17.9,19.6,0,5.1,4.4,8,25.1,191739,34.3,0,2.6,28.4,64444,121184,63726,82.8,82.8,4.7,4.2,0,0,2137,94.3,2,4.1,2137,48,85,31649,12.3,2.2,2.1,1.1,2016,63.1,743,2.63,8.7,26.6,0.7,0,0.8,43,3196,1650,1.9,29.6,0.2,1.2,79.2,4622,660000,660,3,low,0.14
450,"Census Tract 320.04, Collin County, Texas",8061,2396,1738,25.4,27.5,3.36,4.01,5.3,80,0,62.4,7.6,8.6,91.8,0,76.9,46.3,6.2,3.3,29.9,23.1,16.2,10.9,10.1,0.3,1.2,10.4,6.4,1.3,67768,23.8,1.3,6.9,0.9,27187,40385,32193,47.2,47.2,31.3,11.7,8.6,11.5,2534,94.6,0,8.6,2534,48,85,32004,0.9,0,0,1.8,2396,57.6,1016,3.47,3.9,23.5,8.4,33.3,30.5,0,1427,1215,9.3,12.2,0.2,0.3,84.7,8061,270000,270,1,low,0.03
451,"Census Tract 318.04, Collin County, Texas",5804,2464,1040,6,57.8,1.98,2.52,17.2,26,0,0,2.6,4.5,69.6,1.2,81.9,27.1,10,4.1,64.3,12.3,8.4,11.6,17.1,0,12.4,7.8,14.2,9.5,84300,35.5,0,3.1,22.5,23179,60000,48125,81.6,81.6,7.2,4,16.4,49.4,2757,89.4,2.4,12.5,2757,48,85,31804,51,19,9.5,1.9,2464,38.6,1513,2.11,17.8,14.2,3,4.5,5.2,3.8,2172,1242,3.3,23.7,0.6,0.6,75.9,5804,602000,602,92,low,0.1
452,"Census Tract 316.24, Collin County, Texas",4161,1514,920,13.9,39.2,2.7,3.43,8.5,50,0,0,6.8,6.7,85.8,0.7,52.9,59.6,2.7,1.3,31.9,26.1,7.7,7.6,13.3,0,6.7,8.1,15.3,3.6,70548,26.6,1.3,12.3,5.9,25825,31847,39451,52.4,52.4,24,8.5,52.6,29.5,1614,93.8,0,6.1,1614,48,85,31624,13.9,0,6,2.5,1514,26.4,1115,2.63,7.3,20.1,1.8,17.3,35.8,0,1456,1109,4.1,17.7,0,0.3,66.6,4161,137000,137,6,low,0.03
453,"Census Tract 309, Collin County, Texas",10443,3068,1961,24.8,36.1,3.29,4.06,10.4,55,0,36.2,10.7,3.8,87.7,1.6,64.9,52.6,3,6.9,13.5,29.4,9.8,4,11.6,0,10.1,19.3,11.9,3.8,70470,33.1,2.7,14.4,5.9,23568,30619,23862,38.7,38.7,33.3,26.8,44.4,62.5,3202,95.8,0,3.2,3202,48,85,30900,22.8,6.4,6.5,3.1,3068,43.9,1722,3.7,10.4,22.9,25,11.8,10.1,13.3,1344,894,6.1,16.8,0.5,0,78.7,10443,2608000,2608,1,low,0.25
454,"Census Tract 316.40, Collin County, Texas",8581,3352,2169,8.9,35.3,2.56,3.32,2.3,0,0,0,4,8.8,86.1,3.2,72.4,29.7,5.1,2.3,63,10.5,9.6,12.7,25.2,0.2,3.5,2.2,9.4,8.5,111408,15.3,0,0.4,9.4,54155,84043,55890,85.6,85.6,5.4,3.5,11,0,3662,91.5,0,6.1,3662,48,85,31640,10.8,0.6,2.2,1.2,3352,42.6,1925,2.83,8,24.9,0,5.8,2.6,2.1,2064,1406,7.5,11.5,1.5,0.9,58.8,8581,394000,394,1,low,0.05
455,"Census Tract 316.26, Collin County, Texas",2336,918,680,7.8,25.9,2.54,2.98,3.2,51,53.2,8.5,2,6.4,92,0.3,89.7,10.7,13.1,3.6,59.2,9.5,11.2,13.4,16.2,0.8,4.2,1.2,17.6,11.3,120858,29.5,0,0.9,13.1,56100,88786,57143,87.2,87.2,5.7,1.6,0,0,932,98.5,0,0,932,48,85,31626,1.4,1.4,0.9,0,918,93.8,57,2.56,2.7,25.3,1.6,6.3,16.8,0,1865,1241,6,24.2,0,1.6,87.4,2336,128000,128,1,low,0.05
