,NAME,DP05_0001E-T Popo,DP02_0001E-T HHs,DP02_0002E-T Fam HHs,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0015E-Avg HH Size,DP02_0016E-Avg Fam Size,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0065E-HH-MeanEarnings,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0092E-Median Earning Workers,DP03_0093E-Median Earnings Male FT Workers,DP03_0094E-Median Earnings Female FT Workers,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0001E-T H U,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0006E-T HU,State,County,Tract,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0045PE-%Occup HU,DP04_0046PE-%Owner Occup HU,DP04_0048E-Owner Ave Household size,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP04_0101E-Med Onwer Monthly Mortgage,DP04_0134E-Median Gross Rent,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,DP05_0070PE-%H&L race,ALAND,AreaLand,crimeStats,crime,Popo_Density_Per_Hector
161,"Census Tract 131.05, Dallas County, Texas",7114,3901,1397,11.8,64.2,1.82,2.63,13.1,66,0,45.5,6.5,5.6,63.8,0,71.6,35.5,6.7,2.3,38.2,20.9,19.7,11.4,17,0,7.3,11.2,9.4,1.7,54327,11.9,0.8,6.7,2.6,29148,34468,37702,62.1,62.1,18.9,16,0,44,4066,95.9,0,1.1,4066,48,113,13105,40,0,31.5,8.5,3901,16.2,3269,1.86,12.2,10.1,34.3,10.8,21.4,16.1,1326,938,6.5,9.2,2.1,0.3,62.6,7114,91000,91,2100,high,0.01
162,"Census Tract 136.20, Dallas County, Texas",4865,3162,997,6.3,68.5,1.54,2.24,9.5,0,-666666666,-666666666,1.1,6.5,73.1,0.9,73.7,28.7,9.6,1.2,51.9,7.8,6.6,15.3,24.5,0,5.4,7.2,10.5,6.8,95928,26.3,0,2.5,6,50703,62241,50567,78.4,78.4,7,1.2,8,9,3506,90.2,2.8,9.7,3506,48,113,13620,46.4,8.7,4.7,3.3,3162,16.8,2632,1.49,17,13.7,20,11.9,5.7,13.6,2141,1308,5.5,26.9,0.6,0.4,61.3,4865,173000,173,2620,high,0.04
163,"Census Tract 136.21, Dallas County, Texas",4015,2097,788,7.4,62.4,1.91,3.26,3.5,0,0,0,5.9,5,81.7,3.2,67.1,41.6,4.8,5,42.6,18.4,17.7,16.2,16,0,5.5,12.3,22,1.7,80107,21.4,0,8.7,4.6,32072,54442,41290,54.2,54.2,39.1,4.2,0,0,2421,86.6,14.1,8.4,2421,48,113,13621,11.7,0,4.3,0.6,2097,10.4,1878,1.44,10.5,19.4,31.1,22.8,0,7.3,2183,1077,6.5,15.4,1.4,0,39.9,4015,91000,91,963,low,0.02
164,"Census Tract 136.22, Dallas County, Texas",2650,1547,470,4.9,69.6,1.65,2.56,10.9,63,-666666666,-666666666,4,6.6,71.6,1.7,70.7,30.1,9.4,3.6,38.3,21.7,11.1,12.1,19.4,0,2.3,10.2,9,8.7,92009,19.3,0.4,0.9,21.1,39016,43571,47775,62.9,62.9,24.7,12.3,38.3,80.4,1806,85.7,6,10.5,1806,48,113,13622,51.3,0,6.6,3.6,1547,23.4,1185,1.89,10.9,13.2,2.5,16.6,9.9,19.1,2612,1132,6.2,20,0,0.4,57.2,2650,124000,124,322,low,0.05
165,"Census Tract 136.23, Dallas County, Texas",6956,3309,1413,20,57.3,2.1,3.19,7.9,67,0,0,11.9,6.4,64,0.5,68.7,54.1,3.1,3.7,30.6,21.2,18.9,12.4,13.5,0,2.3,12.4,7.6,0.5,50071,10.4,1.4,12.1,0,29672,35331,32492,50.1,50.1,29.3,17.4,17.7,29.2,3775,87.7,0,9.8,3775,48,113,13623,25,0,5.1,1.4,3309,12.1,2907,1.11,8.8,12.3,25.6,54,20.4,0,1053,1007,13.3,6.7,0.8,0.3,28.7,6956,70000,70,1834,high,0.01
166,"Census Tract 136.24, Dallas County, Texas",4356,2275,978,13.6,57,1.91,2.72,9.2,0,-666666666,-666666666,0.5,5.4,69.2,3,64.8,41.9,4.5,3.6,61.3,13.5,5.5,6.6,28,0,2.3,7,18.6,5.6,87194,2.9,0,3.3,5.2,48846,74207,53946,74.6,74.6,15.5,0.9,0,0,2487,91.5,0,7.1,2487,48,113,13624,54,2.8,8,0.9,2275,12.2,1998,2.08,11,13,20.2,28.9,50.9,0,1535,1184,8.7,5.4,0.3,0.5,35.7,4356,65000,65,1190,low,0.01
167,"Census Tract 136.25, Dallas County, Texas",3329,1317,742,19.2,43.7,2.53,3.15,12.6,25,0,0,8,5.9,69.4,0,56.9,60.3,3.6,7.2,31.1,27.8,14.2,6.4,16.8,0,3.3,10.9,7.5,1.6,59819,1.2,0.7,10.2,0,31578,36722,37650,49.8,49.8,31.3,23.7,18.8,49.5,1562,84.3,-666666666,14.6,1562,48,113,13625,17.9,0,2.2,1.7,1317,0,1317,-666666666,12.5,9.5,-666666666,-666666666,-666666666,-666666666,-666666666,1099,9.2,1.4,2.4,0.5,31.2,3329,33000,33,1012,low,0.01
168,"Census Tract 136.26, Dallas County, Texas",3188,1490,656,10.8,56,2.14,3.08,10.4,0,0,47.4,5.7,5.4,61.1,1.5,68.7,50.8,2.5,3.3,49.3,23.3,4.5,9.3,19.7,0,1.3,7.8,20.2,2.6,70888,3.4,0,2.6,0,37426,41601,46360,56.3,56.3,30.8,8.4,6.8,2.7,1743,85.5,0,8.6,1743,48,113,13626,70.9,0,7.9,6,1490,3,1446,2.43,14,9.3,0,0,0,0,-666666666,1261,8.4,1.6,0,0,28.2,3188,70000,70,1553,high,0.02
169,"Census Tract 137.26, Dallas County, Texas",2896,1414,651,11.1,54,2.05,2.66,13.9,0,0,0,5.2,5.3,67.6,1,66.2,41.4,7.4,5,57,10.3,4.8,16.4,20.3,0,4.9,6.6,13.4,7.5,89023,20.7,0.6,0.3,6.8,44653,56583,57576,66.7,66.7,19.4,17.4,0,46.2,1503,94.1,1.8,4.4,1503,48,113,13726,4.5,0,2.1,0.4,1414,46.5,757,1.8,10,16.3,0.8,10,3.5,2.9,2125,1204,8,16.3,0,2.4,63.9,2896,158000,158,1,low,0.05
170,"Census Tract 137.27, Dallas County, Texas",3223,1664,741,2.7,55.5,1.94,2.74,8.3,58,0,0,0.8,6.4,72.3,2.2,78.2,23.6,10.1,5.8,55.1,14.1,6.4,12.2,20.2,0,6.2,6.4,11.8,5.9,93511,16.2,0.5,4.1,10.7,54776,65083,60982,69.7,69.7,13.3,7.2,0,29.6,1972,84.4,1.6,18.5,1972,48,113,13727,21.7,0,2.7,1.5,1664,33,1115,1.89,8.2,20.6,1.5,6.2,9.7,0,1888,1237,4.4,18.2,1.1,0.2,62.6,3223,517000,517,3,low,0.16
171,"Census Tract 138.06, Dallas County, Texas",3997,2321,864,7.2,62.8,1.72,2.38,11.7,0,-666666666,-666666666,1.1,7.4,61.6,2.9,76.7,24.2,7.7,2.8,70.2,7.6,9.5,14,26,0.3,1.5,3.4,18.3,4.6,90178,4.5,0,0.6,9.3,56783,65625,59847,88.3,88.3,9,2.4,9.2,0,2664,87.1,13.8,9.5,2664,48,113,13806,75.9,0.9,9.6,1.2,2321,6.2,2177,1.94,15.3,7.5,0,0,0,0,2075,1393,3.4,6.6,0.9,0.4,55.1,3997,589000,589,25,low,0.15
172,"Census Tract 141.27, Dallas County, Texas",9996,3944,2562,7.1,35,2.53,3.18,4.6,0,0,0,0.1,5.8,79.4,2,51.5,60.7,4.6,4,75.8,3.2,7.6,14.7,33,0,4.2,2.8,14.8,18.7,121903,2.4,1.1,1.9,25.9,68488,95208,56516,88.4,88.4,7.5,5,0,0,4250,92.8,0,5.6,4250,48,113,14127,20.9,10.3,12.4,1.8,3944,39.5,2386,3.39,10.7,23,0,0,0,13,2835,1244,6,2.5,0.8,0.5,25.5,9996,647000,647,235,low,0.06
173,"Census Tract 141.29, Dallas County, Texas",5219,2135,1325,7.9,37.9,2.44,3.13,4.9,22,0,27.1,0.6,5.5,71.7,1.6,51.3,58.4,4.9,2.2,74.8,5.6,7,16.5,35.2,0,3,3.4,14.8,8.5,121015,7.6,0,0,10.8,73364,94698,59980,89,89,4.2,0,0,0,2231,95.7,0,5.5,2231,48,113,14129,35.2,0,5,1.3,2135,33.1,1429,2.93,17.6,17.7,0,0,0,8.6,2639,1450,8.3,3.8,0.7,0.6,20.4,5219,247000,247,1,low,0.05
174,"Census Tract 141.30, Dallas County, Texas",4675,1907,1347,9.7,29.4,2.45,2.97,2.4,14,0,0,1.1,6.3,67.3,0.9,61,48.2,2.2,2.7,66.4,7.3,15,11.8,24.2,0,0,4,20.8,13,108724,6.8,0,0.9,18.3,71696,78725,72988,84.6,84.6,7,7.1,0,31.4,2091,91.2,0,15.2,2091,48,113,14130,18.2,4.3,7.5,0.7,1907,46.3,1024,2.69,11.2,26.6,1.5,3.5,4.3,4.8,2215,1383,8.8,11.7,1.1,0.3,38.3,4675,363000,363,1,low,0.08
175,"Census Tract 141.37, Dallas County, Texas",7642,3667,1845,2,49.7,2.08,2.86,7.2,27,0,0,0.9,5.4,65.2,4.8,51.5,57.3,6.3,3.5,71.9,2.5,4.3,19.8,25.6,0,1.2,1,20.9,12.4,129518,4.9,0.4,1.7,17.9,73433,82672,71538,92.2,92.2,4.5,1.9,1.6,22.9,3774,97.2,0,3,3774,48,113,14137,62.1,18.2,21,3.3,3667,25.4,2736,2.72,13.4,4.3,0,0,0.9,37.1,3091,1406,11.1,6,0,0.8,34.9,7642,589000,589,2,low,0.08
176,"Census Tract 142.05, Dallas County, Texas",1546,638,446,2.7,30.1,2.42,2.89,4.3,0,0,0,0.9,3,93.6,0.4,81.7,24.1,11.1,3.4,66.9,4.3,12.2,13.9,28.8,0.8,3.4,1.7,7.5,35.3,166327,34.8,0,3,41.3,76750,119327,62396,88,88,1.9,6.3,0,-666666666,638,100,0,0,638,48,113,14205,0,0,0,0,638,96.1,25,2.45,1.7,34.2,0,1,1,17.5,2822,2563,5.1,29.2,1,1.9,79.4,1546,279000,279,1,low,0.18
177,"Census Tract 136.09, Dallas County, Texas",4064,1193,917,11.1,23.1,3.39,3.82,6.4,142,-666666666,-666666666,10.1,2.6,82.8,1.6,74.4,44.6,5.4,4.3,43,16,12.3,8.3,11.9,0,1.8,11.6,10.3,23.2,137273,19,1.2,18.8,29.6,26991,31042,43894,51.8,51.8,23.3,17,0,30.1,1322,90.2,0,14.2,1322,48,113,13609,2.3,1.1,0.6,0,1193,48.2,618,2.81,6,21,0,4.2,0,53,3883,1106,10.5,11.1,0,0,49.6,4064,178000,178,778,low,0.04
178,"Census Tract 195.01, Dallas County, Texas",7094,2222,2020,4.7,9.1,3.19,3.4,0.4,0,0,81.5,0,1.7,90.3,0,93.6,8.4,12.8,2.7,86,1.7,5.4,22.9,33.4,0.5,1.7,0.8,6.7,59.8,367017,17.3,0,0,64.8,115769,211490,101944,96.4,96.4,1.4,1.9,0,33.8,2396,92.7,2.5,0,2396,48,113,19501,0,5.1,0,0,2222,90.2,217,3.14,4.3,35.1,2.4,0,1.1,14.6,4001,2729,7.5,13.2,0,0.7,93.8,7094,288000,288,124,low,0.04
179,"Census Tract 12.02, Dallas County, Texas",3771,1923,814,9.6,57.7,1.96,2.89,8.3,34,47.8,0,3.5,2.4,78.8,0.5,83.5,30.7,7.4,3.1,58.8,12.5,8.2,10.3,14.7,0,4.2,4.3,8.9,6.5,79772,7.6,0,7.7,13.1,42664,48151,49213,68.1,68.1,20.6,12.2,4.1,60.4,2147,89.6,0,5.4,2147,48,113,1202,38.8,2,8.3,4.5,1923,20.6,1527,2.22,12.7,18,0,0,10.6,17.2,2106,1036,10.4,8,0,0.8,79.3,3771,320000,320,2767,high,0.08
180,"Census Tract 190.35, Dallas County, Texas",6556,2342,1386,20.8,40.8,2.8,3.71,7,53,20,0,11.9,5.2,59.6,10,60.6,55.4,0.9,4.8,20.2,27,10.9,7.2,15.9,0,4.8,18.9,4,2.2,50186,12.5,2.1,22.2,2.5,25810,31646,29321,35.3,35.3,29.7,34.1,16.8,39,2683,87.3,0,10,2683,48,113,19035,22.7,0.5,16.1,4.8,2342,12.9,2041,2.69,14.4,9.5,0,6.6,25.2,7,1763,883,15.6,5.2,0.2,1.7,51.2,6556,106000,106,1056,low,0.02
181,"Census Tract 190.04, Dallas County, Texas",6875,2175,1465,8.3,32.6,3.16,3.92,6.1,29,0,0,8.2,4.7,87.7,0.1,58.3,63.1,2.8,6.6,18.1,30.7,11.2,4.6,8.9,0,5.1,13.7,11.8,3.3,74570,20.2,0.9,9,4.9,27861,33452,35682,58.1,58.1,25.6,9.6,31.3,15.4,2269,95.9,3.3,5.3,2269,48,113,19004,4.3,0,3.9,1.2,2175,58.9,895,3.25,1.7,25.7,14.1,52.8,24.5,0,1305,1103,7.4,14.3,1.2,0,59.9,6875,212000,212,3,low,0.03
182,"Census Tract 192.05, Dallas County, Texas",4029,1548,1280,8.5,17.3,2.6,2.89,1.6,59,22.5,23.5,0,2.8,82.5,1.1,90.1,8.4,16.4,4.3,74.2,6.5,8.8,7.9,22.7,0,2.6,3,15.2,18.8,129338,33.9,0,0.8,20.9,64853,99938,64107,88.7,88.7,4.2,0.9,0,0,1617,95.7,0.6,0,1617,48,113,19205,0,5.1,0,0,1548,89.5,163,2.57,6.4,19.5,0,1.8,4.4,4.1,2286,2055,7.4,24.1,0.2,0,89.1,4029,307000,307,237,low,0.08
183,"Census Tract 168.03, Dallas County, Texas",5783,2168,1507,27.5,30.5,2.63,3.23,2.9,214,60.2,0,8.9,12.5,83.4,0,94.8,19.3,1.4,7.2,27,18.6,10.9,7.8,9.9,0,8.1,9.6,13.7,0.6,52437,22.6,1.2,21.6,0.9,32867,35280,34829,50.1,50.1,15.4,19.8,39.8,44,2423,89.5,0,2.3,2423,48,113,16803,5.9,2.1,0.4,2.4,2168,50.1,1082,2.66,8.2,28.4,48.2,23.6,7.5,0,1133,936,15.5,13.5,1.9,0,30.5,5783,466000,466,5,low,0.08
184,"Census Tract 177.02, Dallas County, Texas",7523,2802,1979,18.7,29.4,2.68,3.17,5.7,42,0,0,8.7,10.2,71.2,0.8,78.5,33,7.3,3.7,33.1,24.3,11.2,7.7,12.9,0,6.7,8.8,16.7,0.6,66805,18.6,0.6,16.2,0.8,27439,40488,40576,64.9,64.9,20.3,11.8,23.2,31.4,2887,97.1,0,5.8,2887,48,113,17702,9.7,0,2.7,1.6,2802,51.1,1369,2.76,5,30.3,14.5,40.4,31.1,0,1396,885,5.4,12.2,2,0.7,53.4,7523,526000,526,5,low,0.07
185,"Census Tract 177.04, Dallas County, Texas",6087,1866,1249,21.7,33.1,3.21,3.92,7.9,39,26.6,23.4,17.3,3.5,77.6,0.2,71.3,55.1,3,5.5,12.5,24.7,13.3,6.3,8.9,0,10.1,15.1,4.7,0.5,48080,27.7,1.3,30.7,0.7,22734,31590,31217,29.7,29.7,30.2,25.5,39.1,53.2,2037,91.6,5.4,7.9,2037,48,113,17704,7.4,0,2.7,1.6,1866,46.1,1005,2.82,5.4,22.5,53.3,26.6,6.9,0.6,1016,953,10.9,14.5,1.9,0,80.2,6087,312000,312,1,low,0.05
186,"Census Tract 180.01, Dallas County, Texas",6572,2166,1517,22.6,30,3.03,3.67,5.4,37,0,14.9,15.3,6.3,82.8,0,81.5,42.3,4.2,6.5,17.6,19.9,16,5.5,13,0,6.5,11.5,18.7,2.5,64604,29.5,0.7,11.6,3.6,30703,45714,40050,43.2,43.2,23.2,12.5,6.8,15.5,2388,90.7,3.6,13,2388,48,113,18001,5.2,0,1.3,2.9,2166,56.4,944,3.18,7.7,15.7,47.5,25,18.2,0,1277,1123,9.3,15.1,3.2,0.7,77.4,6572,265000,265,48,low,0.04
187,"Census Tract 180.02, Dallas County, Texas",3391,954,787,16.1,17.5,3.55,3.68,9.6,0,45.3,0,14.6,5.8,87.7,1,61.9,63,5.3,2.1,17.8,19.5,7.7,3.9,9.5,0,3.7,11.1,12.1,3.7,74778,20.5,2.5,16.8,0.8,30669,39500,40441,36,36,32.6,15.8,0,24.5,1168,81.7,4.7,14.8,1168,48,113,18002,0.3,0,0.6,0,954,63.2,351,3.22,12.9,24.2,45.8,34.5,13.9,1,1189,1145,8.4,11.5,1.7,0.3,78.2,3391,150000,150,3,low,0.04
188,"Census Tract 181.27, Dallas County, Texas",3017,883,751,24.2,14.9,3.42,3.77,1.8,92,21.6,17.3,11.9,9.8,91.2,1.9,65.8,55.8,8.8,3.2,17.6,19,19.1,3.9,7.4,0,3.6,13,16,0.3,60554,19.8,2.4,14.3,0.4,26611,36300,27523,51.2,51.2,25.7,15.7,14.8,43.5,964,91.6,0,11.9,964,48,113,18127,2.4,0,2.5,4.3,883,59.9,354,3.35,2.5,39.8,35.9,41.8,18.7,0,1296,1110,8.3,13.3,1.3,0.1,73.5,3017,133000,133,4,low,0.04
189,"Census Tract 185.03, Dallas County, Texas",6042,2870,1320,19.3,54,2.11,2.99,9.1,148,-666666666,-666666666,6.5,6,68.8,0.9,69.7,37,2.7,8.2,22.4,28.9,15.5,6.6,13.4,0,8.6,24,8.2,0,40720,9.3,1.7,18.4,0,24474,30377,25667,42,42,24.3,32.2,46.8,45.2,3300,87,0,5.8,3300,48,113,18503,29.7,0,10.2,2,2870,5.7,2706,1.35,15.6,9.4,12.2,51.8,0,0,1021,884,11.6,4.6,1,0,23.2,6042,72000,72,4494,high,0.01
190,"Census Tract 182.03, Dallas County, Texas",7049,1745,1483,11.9,15,4.04,4.43,3.1,88,2.5,16.9,19.3,5.9,91.5,0,66.2,58.6,1.5,3.8,28.1,18.6,9.8,9.6,15.6,0,2.3,2.9,22,3,72114,18.7,0.6,11.1,2.8,27474,37040,32179,58.7,58.7,16.9,1.5,0,9.1,1827,95.5,2.7,0,1827,48,113,18203,0.6,1.9,0,0,1745,77.4,394,4.06,6,36.6,28.5,36,19.7,0,1329,1402,9,9,2.2,0.7,54.8,7049,456000,456,43,low,0.06
191,"Census Tract 182.05, Dallas County, Texas",4449,1346,960,15.4,28.7,3.31,3.91,6.9,13,0,0,20.3,5.6,91,1.4,55,68.2,1.8,6.5,14.4,26.3,14.3,4.6,14.6,0,6.2,4.8,3.1,1.3,55025,14.2,0.8,19.6,1.9,22974,30727,22850,43.3,43.3,37.2,15.8,37,55.4,1472,91.4,0,13.1,1472,48,113,18205,6,0,7.2,3.4,1346,51.7,650,3.61,6.3,19.1,29.6,29.9,15.4,0,1244,942,4.8,9,0.8,0,63.9,4449,162000,162,1,low,0.04
192,"Census Tract 186, Dallas County, Texas",3729,1327,817,7.8,38.4,2.81,3.76,3.9,123,0,19,15.8,4.7,82.4,0.9,76.8,48.2,6.5,7.1,27.6,21.2,12.3,4.6,12.2,0,3.2,6,16.1,1.8,66488,27,0.5,9.1,1.8,31763,41132,39286,53.2,53.2,23.3,15.1,16.7,47.8,1386,95.7,2.7,0,1386,48,113,18600,2.3,0,2,0,1327,64.7,469,2.36,3.1,24.9,33.3,29.7,27.6,1.2,1168,1125,6.8,17,0,0,92.7,3729,253000,253,1,low,0.07
193,"Census Tract 190.24, Dallas County, Texas",4551,1573,1307,17.3,16.9,2.89,3.23,1.5,0,0,50,7.4,6.7,85.5,0.7,66.5,38.6,3.4,2.2,30.1,23.8,12,9.4,10.3,0,4.4,6,13.4,4.6,81522,32.2,1.3,4.1,4.5,31219,49554,32385,70.1,70.1,11.3,4.5,0,7.3,1606,97.9,0,8.3,1606,48,113,19024,0.6,0,0,0,1573,76.7,366,2.73,1.8,20.7,5.1,16.2,37,0,1534,1470,4.4,22.9,0.1,3.1,56.6,4551,253000,253,3,low,0.06
194,"Census Tract 141.24, Dallas County, Texas",3939,1412,1154,2,18.3,2.79,3.14,1.5,0,0,0,0.7,4.3,87.7,1.4,67.1,38.2,5.8,2.6,77.1,3.2,8.3,15.1,23.9,0.3,2.8,0.5,5.8,38,203794,19.1,0.8,0.6,40.6,77857,121875,67563,91.1,91.1,5,1.7,0,0,1489,94.8,0,20.2,1489,48,113,14124,4,0.9,3.3,0,1412,78.4,305,2.87,2.8,31.2,1.1,0.5,2.1,26.6,2987,2475,8.4,18.1,0,0,62.6,3939,1132000,1132,1,low,0.29
195,"Census Tract 181.04, Dallas County, Texas",7407,2486,2001,7.9,19.5,2.98,3.36,2.7,0,0,20,10,12.1,91,0.9,84.3,26.6,9.7,6.9,52.1,9.7,13.3,9.6,14.6,0,5.7,3.5,7.5,15.6,125872,20.8,2.6,9.1,19.4,52139,81899,62484,79.6,79.6,7.8,4.2,49.1,0,2538,98,0,0,2538,48,113,18104,10.8,7,0,0,2486,77.8,551,3.16,3.5,27.9,7.7,9.4,8.4,9.9,2646,1219,6.2,13.8,0,1,67,7407,4646000,4646,3,low,0.63
196,"Census Tract 137.20, Dallas County, Texas",6742,2076,1587,16.1,23.6,3.24,3.84,2.3,12,6.4,10.1,13.2,7.2,82.6,0.8,68.3,54.2,3.9,6.9,24.3,23.2,11.8,9.1,10.9,1,4.6,6.2,15.1,0.8,69575,20.7,1.3,6.5,0.6,32070,41305,37521,54.7,54.7,21.2,11.3,13.7,29.1,2133,97.3,0,2.4,2133,48,113,13720,1.9,0,0,1.1,2076,53.1,973,2.98,5.2,24.4,7.3,43.1,22.3,1.1,1452,1224,8.6,12.9,2.2,0,81.7,6742,252000,252,2,low,0.04
197,"Census Tract 181.24, Dallas County, Texas",18543,5865,5096,7.6,13.1,3.16,3.39,2.8,0,28.7,0,2.6,9.8,88.2,0,82.6,21.2,9.2,6.3,52.3,8.5,9.9,8.7,13.1,0.2,2.1,1.8,13.6,16.2,120498,16.4,0,5.5,18.1,50132,68523,51424,83.4,83.4,6.9,6.1,0,7.9,6032,97.2,1.3,5.4,6032,48,113,18124,1,3.3,1,0.7,5865,88.4,679,3.13,5.5,49.7,1.2,14.7,23.3,0.8,1796,1758,7.4,9.5,1.1,0.6,69.1,18543,2257000,2257,40,low,0.12
198,"Census Tract 138.03, Dallas County, Texas",6490,2568,1863,13.4,27.5,2.53,2.99,3.2,45,0,0,2.1,5.2,91.6,0,84.9,26.6,8.2,2.2,48,13.1,11.1,9,15.9,0,2.9,8.5,8.7,18.7,117442,34.7,0,1.6,21.7,41243,68750,51902,77.5,77.5,5.5,3.4,7.1,0,2689,95.5,0,7,2689,48,113,13803,1.5,2.7,2,0.4,2568,78.4,554,2.44,3.6,35,8.1,14.4,13.2,12.8,1892,1327,7,25.1,0,1.9,89.4,6490,492000,492,3,low,0.08
199,"Census Tract 141.03, Dallas County, Texas",4132,1544,884,16.3,42.7,2.68,3.48,9.5,40,0,0,9.9,4.2,65.5,9.2,57.6,57.2,1,2.9,33.1,17.9,9.3,11.8,12.7,0,4.9,18.1,8.1,1.8,54549,5.1,4.1,12,3.2,25765,31726,26116,57.2,57.2,25.3,16.7,17.4,48.7,1643,94,0,4.7,1643,48,113,14103,9.3,7.4,6.3,2.1,1544,11.1,1372,3.79,12,2.1,8.7,0,0,69.2,3511,914,11.2,1.9,1.3,0,32.5,4132,773000,773,1,low,0.19
200,"Census Tract 141.26, Dallas County, Texas",7104,2323,2096,5.9,9.8,3.06,3.19,2.7,0,0,8,3,3.8,91.6,0.3,75.5,32.8,8.6,2.6,58.9,12.4,5.9,9.8,14,0.4,2,6.4,8.9,23.8,152418,14.2,0.7,0.8,26.1,52782,101179,57925,89.6,89.6,5.5,2.2,0,12.5,2331,99.7,0,0,2331,48,113,14126,0.4,3.9,0,0,2323,88.1,276,3.03,0.9,25.5,0.6,0.7,2.1,16.7,2606,-666666666,6.5,10.7,0.3,0.5,75.5,7104,1256000,1256,1,low,0.18
201,"Census Tract 143.06, Dallas County, Texas",6114,1651,1351,16.8,18.2,3.7,4.02,6.3,0,14.6,16.9,14.4,6.3,83.9,1.8,62,68.6,2,5.9,19.5,21.8,9.5,6.8,10.4,0,2.5,8.4,16.2,0,62719,20.8,1.5,11.6,0,26031,34049,26937,47.7,47.7,27,12.5,0,28,1686,97.9,0,2.8,1686,48,113,14306,2.9,3,0,0.9,1651,61.7,632,3.42,5.1,26.7,16.7,50.6,26,0,1342,1266,6,11.5,1.4,0,70.9,6114,231000,231,2,low,0.04
202,"Census Tract 145.01, Dallas County, Texas",3418,938,730,16.1,22.2,3.64,4.25,3,67,22.2,6.7,8.4,4.9,81.9,0,78.3,52.2,7.3,7.6,32,10.5,7.7,10.5,10.8,0,5.1,4.2,11,2.2,78388,35.4,3.1,9.9,2.9,32775,45242,32664,65.4,65.4,6.9,5.6,0,23.2,1031,91,0,17.9,1031,48,113,14501,4.5,0,1,2.3,938,81.9,170,3.53,1.1,30.1,15,45.2,15.2,0.9,1450,1233,10.5,16.5,3.5,0,83.3,3418,188000,188,1,low,0.06
203,"Census Tract 153.05, Dallas County, Texas",4655,1334,1026,9.4,23.1,3.48,3.9,7.2,2,0,37.8,17.4,7.7,83,0,62.6,63.3,4.7,6.6,14.7,26,12.4,5.3,8,0.5,3.1,8.2,17.9,3.4,66085,15.9,4,16.8,4.1,25148,39773,22951,48.2,48.2,20.3,13.9,63.4,66.7,1446,92.3,0.9,9.9,1446,48,113,15305,3.5,3.3,0.4,0,1334,57,574,3.46,2.6,27.9,26.2,42.5,16.4,0,1265,988,9.1,11.1,0,0,64.8,4655,203000,203,1,low,0.04
204,"Census Tract 155, Dallas County, Texas",3756,1185,799,14.2,32.6,3.15,3.76,9,88,5.6,3.7,9,5.7,89.8,2.5,69.5,54.8,3.1,3.2,19.4,17.7,14.1,2.9,2.2,0,4,5.6,17.8,1.9,59441,18.6,2.8,8.4,2.9,27061,32668,30920,52.7,52.7,23.2,13.9,9,55.2,1279,92.7,0,0,1279,48,113,15500,7.9,0,0.5,4.4,1185,58.3,494,3.48,6.2,24.1,36.6,26.5,27.9,0,1348,801,7.1,12.9,1.1,0,72.4,3756,364000,364,1,low,0.1
