,NAME,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0046PE-%Owner Occup HU,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,crime,%DP03_0092E-Median Earning Workers,%DP03_0093E-Median Earnings Male FT Workers,%DP03_0094E-Median Earnings Female FT Workers,%DP04_0101E-Med Onwer Monthly Mortgage,%DP04_0134E-Median Gross Rent,%DP05_0070PE-%H&L race,%DP04_0045PE-%Occup HU,%DP02_0015E-Avg HH Size,%DP02_0016E-Avg Fam Size,COUNTYFP,STATEFP,TRACTCE,index,GEOID
415,"Census Tract 51, Dallas County, Texas",16.1,22.7,6.4,0.0,18.3,3.2,12.9,5.7,97.7,0.1,68.5,67.3,2.2,3.8,17.3,17.8,11.2,5.4,7.7,0.0,5.4,13.5,17.1,0.6,30.8,2.1,13.0,0.0,42.7,42.7,27.2,13.7,,38.3,92.1,0.0,0.0,0.0,0.0,2.1,0.0,68.8,3.46,0.0,25.5,30.3,21.2,8.8,0.0,6.1,13.3,0.0,0.0,94.9,low,67.76051497075596,62.246123304956456,63.127934765059926,66.05454481472358,88.35501926292069,58.85008810399085,100.0,131.4726840855107,121.1289596951333,113,48,005100,5234,48113005100
416,"Census Tract 56, Dallas County, Texas",21.4,27.0,5.5,16.0,0.0,6.4,22.5,1.9,90.6,1.3,64.3,75.6,0.0,11.1,7.8,23.0,7.3,2.4,10.5,0.0,11.2,20.5,4.9,0.9,19.6,3.1,34.5,1.2,23.2,23.2,35.2,31.3,54.9,46.6,89.3,0.0,9.7,0.0,0.0,0.5,0.7,56.6,3.94,0.0,21.3,66.8,6.5,0.0,0.0,9.1,6.5,0.4,0.0,77.4,high,57.01402390290308,56.95259231560203,50.52472451233021,54.629834254143645,75.7947469167212,162.74186375125964,100.0,159.97624703087888,157.64151692380992,113,48,005600,4019,48113005600
417,"Census Tract 147.02, Dallas County, Texas",23.4,16.7,4.2,0.0,3.8,0.0,21.2,4.4,83.8,4.0,60.8,64.8,7.0,3.3,13.8,24.3,10.3,5.9,10.9,0.0,2.1,11.9,15.7,2.9,18.5,6.5,12.9,2.7,48.8,48.8,24.8,17.0,0.0,36.5,90.5,2.6,4.0,19.5,0.0,4.0,0.0,45.3,3.12,10.5,24.7,8.3,26.6,32.8,0.0,9.2,9.1,0.0,0.0,70.5,low,58.481686063648546,58.839772370368465,50.081852319243715,85.25037829468278,76.83421773157906,71.09682431557555,100.0,127.90973871733965,113.59462248921595,113,48,014702,2037,48113014702
418,"Census Tract 143.02, Dallas County, Texas",15.4,28.0,8.2,0.0,11.5,0.0,11.8,7.4,82.8,2.9,62.1,58.6,4.5,3.8,15.0,29.1,11.3,4.5,15.6,0.9,3.5,8.4,5.7,1.0,26.8,9.9,14.4,1.4,50.2,50.2,25.6,8.8,0.0,37.6,96.8,0.0,4.4,7.4,0.0,3.4,1.2,62.5,2.77,8.4,21.5,27.0,42.7,22.0,0.0,7.7,16.0,0.0,0.8,63.9,low,66.05254897031097,64.49768682851061,70.29780248050224,75.79744519125876,74.23554069443435,131.96063750133706,100.0,107.60095011876484,100.26464127874672,113,48,014302,4267,48113014302
419,"Census Tract 167.01, Dallas County, Texas",26.3,36.1,4.4,0.0,34.3,31.8,14.8,8.5,97.3,0.0,94.8,10.9,0.0,12.5,20.1,26.7,10.7,9.0,18.2,0.0,8.4,14.8,10.5,2.0,42.9,1.6,20.2,3.1,51.4,51.4,13.5,9.4,0.0,9.1,95.2,0.0,0.0,0.8,0.0,0.0,1.1,73.7,3.03,7.8,25.2,59.3,14.6,5.2,0.9,5.0,17.9,0.7,0.0,11.3,high,65.62103562375376,62.434660025125226,74.3512485003833,58.689376077699954,77.44057570691284,149.79648822559125,100.0,103.3254156769596,109.24788948580206,113,48,016701,4127,48113016701
420,"Census Tract 159, Dallas County, Texas",20.6,33.3,5.4,72.0,0.0,0.0,17.1,5.5,87.0,0.0,68.4,59.6,3.6,4.2,15.0,22.5,6.0,3.3,8.3,0.4,9.5,21.1,6.6,0.0,17.2,3.0,29.5,0.0,25.5,25.5,39.3,24.7,32.4,55.3,94.8,0.0,0.8,7.7,0.9,0.7,5.1,22.4,4.92,6.6,23.1,44.4,28.1,19.1,0.0,5.4,12.1,0.3,0.2,76.7,low,59.14058368863112,45.01858049953353,61.05342817639163,62.574937537389594,42.61830340917351,76.74758347360539,100.0,103.68171021377673,105.19093868261578,113,48,015900,4683,48113015900
421,"Census Tract 167.04, Dallas County, Texas",27.2,20.7,3.4,144.0,40.5,15.9,12.1,4.6,87.6,0.0,92.2,24.0,3.2,7.1,25.0,23.9,5.9,9.8,7.3,0.0,6.5,9.3,17.1,0.5,36.7,5.0,32.6,0.6,55.6,55.6,11.8,13.5,13.2,31.3,89.1,0.0,21.2,0.0,0.0,0.0,0.0,67.3,3.57,6.9,33.2,55.8,19.9,15.6,0.0,8.1,15.4,1.1,0.0,28.1,low,65.52801478257975,54.38559235638086,74.1694378105899,63.618819720589784,100.56880133750091,91.13133405768136,100.0,120.07125890736343,111.2763648873952,113,48,016704,807,48113016704
422,"Census Tract 192.04, Dallas County, Texas",18.7,24.3,6.7,28.0,0.0,43.5,9.1,7.5,83.9,0.6,60.3,57.4,4.0,4.9,28.0,21.6,18.6,4.6,15.5,0.9,0.4,8.5,9.2,1.2,13.4,2.6,13.7,1.6,43.3,43.3,38.8,12.2,11.3,61.0,91.3,3.4,11.2,5.0,0.4,0.0,1.1,44.4,2.78,3.1,21.7,12.5,18.1,31.6,0.9,7.8,7.4,0.2,0.9,70.2,low,84.02107479042374,67.73000386755818,79.7682746937149,90.46978921068373,104.12032662159871,197.22176872280176,100.0,125.41567695961994,116.49244449149185,113,48,019204,2265,48113019204
423,"Census Tract 150, Dallas County, Texas",22.7,14.6,5.1,16.0,32.1,26.4,16.9,5.1,86.1,0.4,57.5,77.2,2.6,4.2,14.8,28.2,6.0,6.1,14.5,2.1,6.8,10.6,8.5,1.8,16.8,8.6,12.8,2.1,39.1,39.1,32.8,16.7,47.1,47.7,93.5,0.0,8.9,8.6,0.0,0.0,1.6,55.8,3.56,4.2,37.2,27.2,35.5,21.8,2.5,5.2,9.0,0.0,0.1,54.0,low,56.577342731836204,63.20149687735021,62.440317412636155,74.23162191645845,81.33859126262993,168.680297920971,100.0,131.4726840855107,113.59462248921595,113,48,015000,1760,48113015000
424,"Census Tract 151, Dallas County, Texas",15.3,19.1,3.3,40.0,52.4,10.0,16.8,5.8,94.4,0.4,68.5,61.5,2.2,6.9,18.6,14.4,10.7,11.9,13.3,0.0,6.4,6.5,12.7,3.4,24.1,2.9,12.2,4.2,50.2,50.2,28.0,10.4,24.9,45.2,93.9,0.0,1.3,7.0,2.0,1.6,1.5,67.1,3.25,4.2,31.6,23.9,45.7,14.3,0.0,9.6,13.5,0.7,1.0,67.9,low,72.38571790690807,63.11447992957999,71.10196514689612,73.0717528240138,75.53487921300672,132.45379466421966,100.0,122.56532066508316,112.43549368830557,113,48,015100,1761,48113015100
425,"Census Tract 158, Dallas County, Texas",22.6,20.9,5.3,228.0,0.0,25.5,24.1,2.1,89.9,0.0,64.2,69.8,2.3,1.4,11.0,19.7,11.7,7.3,8.1,0.0,5.6,12.8,13.1,0.0,17.8,0.5,9.2,0.0,35.7,35.7,36.9,6.2,0.0,37.5,88.4,3.6,0.0,0.0,0.0,3.9,0.0,66.1,3.66,0.0,16.2,75.5,13.4,0.0,0.0,12.2,10.2,0.0,0.0,89.7,low,54.9520619235459,58.56965726166511,44.921225816646405,63.73480662983425,68.6916963485256,45.10333218863824,100.0,127.90973871733965,117.07200889194704,113,48,015800,2930,48113015800
426,"Census Tract 160.01, Dallas County, Texas",26.8,21.9,4.3,94.0,0.0,37.7,20.2,2.1,88.7,1.9,69.5,68.3,1.8,4.2,11.3,31.8,8.3,3.3,12.3,0.0,4.9,21.5,10.2,0.9,27.3,4.1,18.5,1.1,31.0,31.0,36.0,28.4,41.3,47.2,95.4,0.0,4.9,2.8,1.8,0.7,1.8,63.7,3.81,2.9,29.2,80.1,10.7,0.0,0.0,8.9,14.5,0.4,0.0,76.0,low,65.05774275220003,49.51083042817059,62.41700834984213,54.74582116338811,87.22892588015797,109.39869729945788,100.0,135.7482185273159,126.92460369968515,113,48,016001,927,48113016001
427,"Census Tract 162.02, Dallas County, Texas",15.6,28.0,4.7,88.0,0.0,0.0,11.6,4.6,86.4,0.0,68.9,55.5,4.0,9.8,22.4,13.0,29.2,2.7,13.8,0.0,7.4,11.4,6.4,0.0,31.3,2.2,20.2,0.0,34.2,34.2,35.7,12.5,8.8,22.7,91.6,0.0,8.2,10.6,0.0,1.7,5.1,45.6,2.96,2.0,14.7,49.2,22.4,23.5,0.0,8.5,11.2,0.0,0.2,86.6,low,57.40936247789262,46.9982160613058,78.58883611633719,67.27240736179047,82.20481694167817,134.981225123993,100.0,114.01425178147268,111.5661470876228,113,48,016202,5107,48113016202
428,"Census Tract 163.02, Dallas County, Texas",24.8,10.9,3.2,0.0,0.0,6.2,18.7,2.9,90.0,3.7,60.7,69.2,2.1,6.1,18.4,19.0,10.5,9.3,15.7,0.5,4.9,14.4,12.3,0.0,29.5,0.7,13.0,0.0,36.3,36.3,25.2,22.0,28.0,37.6,93.4,0.0,0.0,4.4,0.0,4.4,0.0,72.3,3.66,2.6,27.4,49.4,34.5,6.5,3.4,10.5,10.9,0.5,0.0,87.4,low,68.94394678346974,64.4142955868975,60.50100338817322,67.38839427103494,77.96031111434178,44.404692874554556,100.0,133.6104513064133,114.46396908989873,113,48,016302,4895,48113016302
429,"Census Tract 166.11, Dallas County, Texas",18.2,29.7,3.3,105.0,29.1,9.4,9.8,8.7,90.8,0.0,94.3,22.2,3.6,9.4,33.3,10.7,12.0,9.8,6.8,0.4,3.1,2.8,22.6,1.9,16.8,4.4,8.2,0.6,73.2,73.2,9.0,10.4,22.2,23.7,94.1,0.0,9.9,6.1,2.9,0.0,0.0,59.8,2.76,7.3,25.2,11.3,46.5,27.3,0.0,6.3,10.3,0.3,0.0,33.1,low,104.75697063546323,82.61352764242108,124.4913734766121,81.07484956188195,114.86152504179691,127.64551232611423,100.0,97.26840855106887,96.49747267578805,113,48,016611,241,48113016611
430,"Census Tract 169.02, Dallas County, Texas",28.1,25.5,3.1,121.0,34.5,21.3,18.6,3.7,64.2,0.3,86.7,33.5,5.1,10.1,12.5,26.9,13.8,7.2,12.1,0.0,9.8,13.1,7.4,2.5,24.8,1.8,24.2,2.6,32.8,32.8,26.2,24.4,76.9,45.1,94.5,1.6,0.0,0.0,1.4,0.0,0.9,67.2,3.04,2.1,39.0,40.2,20.6,7.8,0.0,5.2,6.9,1.0,0.2,58.8,low,54.48437380542099,74.92703058938591,72.50750163337587,62.63293099201182,79.95263017615274,125.07698543610066,100.0,111.87648456057006,108.3785428851193,113,48,016902,4569,48113016902
431,"Census Tract 192.08, Dallas County, Texas",21.4,36.0,7.9,72.0,17.4,28.2,11.7,6.1,74.8,1.4,59.1,70.5,3.2,5.8,18.1,35.6,12.2,4.7,13.0,0.0,4.3,15.5,6.3,0.0,13.1,1.9,16.1,0.0,38.7,38.7,32.8,18.0,22.3,37.3,89.5,5.5,7.9,25.4,0.0,1.3,2.7,27.5,3.34,7.7,19.8,23.5,38.6,30.0,0.0,12.6,5.0,0.9,0.3,25.2,high,56.050224631850156,54.01214462220037,52.89758710476202,79.21905901397052,77.52719827481766,140.87856286346414,100.0,121.14014251781471,125.4756926985472,113,48,019208,4356,48113019208
432,"Census Tract 181.22, Dallas County, Texas",12.4,13.5,1.1,0.0,29.0,6.3,9.9,10.2,84.3,0.1,77.2,31.8,7.9,5.6,36.8,14.5,6.7,6.7,15.9,0.4,1.3,5.9,14.0,5.1,17.4,0.4,3.1,5.3,73.7,73.7,11.3,4.1,0.0,16.4,99.3,0.0,0.0,0.0,3.7,0.0,2.3,90.5,3.21,1.7,41.3,6.7,12.5,32.2,2.4,9.7,10.9,0.5,1.1,73.3,low,105.93523462366736,105.65851597689822,108.41511286757252,103.46032304606396,113.56218652322454,341.65517280204466,100.0,117.9334916864608,104.90115648238816,113,48,018122,4273,48113018122
433,"Census Tract 195.02, Dallas County, Texas",15.4,18.4,1.2,0.0,0.0,0.0,0.7,1.8,82.1,0.3,92.9,8.3,12.3,2.3,74.6,3.7,5.7,20.3,27.9,0.5,1.6,4.0,8.8,48.2,20.3,0.6,0.6,55.7,93.1,93.1,1.3,3.2,0.0,17.6,87.1,0.7,8.9,1.8,5.1,1.5,1.4,70.8,2.8,6.0,24.1,1.3,0.0,1.4,23.2,5.7,15.3,0.0,0.0,96.1,low,269.11187742866315,382.3180242938077,243.4212045705697,232.03181194355489,210.92595284824696,95.5286520933846,100.0,94.06175771971495,86.06531346759473,113,48,019502,2307,48113019502
434,"Census Tract 197, Dallas County, Texas",1.5,21.9,1.9,0.0,0.0,0.0,0.4,1.3,93.3,0.0,93.3,8.7,8.0,0.0,70.1,1.9,4.5,28.8,24.8,3.0,2.3,0.0,3.6,59.5,34.8,0.0,0.0,71.8,89.6,89.6,0.3,1.4,0.0,0.0,87.9,2.4,0.0,0.0,3.4,0.0,0.0,91.1,2.52,0.8,25.5,0.0,0.0,3.8,5.6,6.4,25.6,0.0,0.8,93.9,low,271.31078675752656,453.2150824895857,290.3912970068109,232.03181194355489,281.5233456906787,39.658055181809466,100.0,92.28028503562945,86.06531346759473,113,48,019700,4358,48113019700
435,"Census Tract 178.07, Dallas County, Texas",15.2,39.8,3.8,0.0,5.6,0.0,10.9,3.6,75.0,1.0,68.6,54.0,3.3,5.6,20.8,20.1,10.0,4.5,6.1,0.0,2.9,9.1,15.3,0.8,19.5,0.0,14.4,1.3,47.4,47.4,31.8,6.9,42.6,14.4,95.3,0.0,7.1,25.9,0.0,1.2,2.2,35.2,4.02,17.0,21.5,25.9,42.5,18.8,2.4,5.9,11.2,0.3,0.0,77.5,low,81.29246344931944,74.99954471252775,74.57035369064717,82.6986662913045,82.46468464539264,122.34407282512623,100.0,95.48693586698336,105.19093868261578,113,48,017807,476,48113017807
436,"Census Tract 160.02, Dallas County, Texas",13.4,29.1,4.5,105.0,7.5,7.5,20.1,3.9,89.3,0.2,73.0,57.8,2.4,4.7,15.3,16.7,12.0,6.4,7.1,0.0,11.2,10.0,9.9,0.0,19.8,4.7,23.1,0.0,34.3,34.3,36.5,26.0,7.7,44.5,93.2,0.0,2.4,2.7,0.5,1.4,8.0,35.9,3.6,3.5,18.9,55.3,16.7,13.1,0.0,9.6,9.3,0.2,0.0,83.9,low,66.90007218989638,56.591834552971385,55.592114763751404,72.08586409543581,79.69276247243828,65.28167943658481,100.0,121.49643705463184,121.1289596951333,113,48,016002,2931,48113016002
437,"Census Tract 164.09, Dallas County, Texas",4.7,22.7,4.8,0.0,1.3,0.0,6.2,5.3,93.1,0.9,82.6,38.5,3.9,8.5,53.8,6.1,13.4,9.5,8.8,0.0,0.9,2.0,18.7,10.9,32.2,0.7,4.7,14.1,68.3,68.3,14.6,4.6,0.0,0.0,95.1,5.1,0.0,0.0,3.6,0.0,0.0,96.1,3.0,0.0,36.4,3.4,22.9,34.1,0.2,5.3,20.5,0.0,0.6,62.8,low,115.01251837489772,115.71622485667156,123.27930221132273,98.70485976704086,146.91187516658186,72.59684401934345,100.0,108.66983372921615,100.26464127874672,113,48,016409,2935,48113016409
438,"Census Tract 316.36, Collin County, Texas",13.1,22.1,1.8,0.0,0.0,0.0,3.6,6.5,91.9,0.5,71.7,28.9,12.2,2.8,62.5,8.7,9.2,6.6,25.4,0.0,1.5,4.1,11.9,16.4,27.7,0.0,1.2,19.6,81.8,81.8,8.3,0.6,0.0,0.0,97.7,0.0,3.8,2.1,1.4,2.1,1.1,72.0,2.33,5.9,27.8,2.9,5.2,26.4,6.0,4.4,24.0,1.0,0.7,67.6,low,107.59146053168593,115.57103616957251,102.10331019021635,72.34461188512938,133.91226601734897,117.7421413075843,100.0,105.66037735849056,99.33667691312084,085,48,031636,4950,48085031636
439,"Census Tract 320.08, Collin County, Texas",7.1,25.1,3.6,18.0,0.0,0.0,2.9,7.0,93.7,1.0,78.0,29.8,4.9,3.9,46.2,16.3,11.5,8.8,16.3,1.7,1.8,4.7,17.3,10.9,30.5,0.0,1.5,12.4,67.9,67.9,20.0,5.6,0.0,0.0,96.1,1.2,15.8,2.1,4.2,0.0,1.6,91.2,2.67,0.8,33.5,0.7,28.9,28.0,1.5,2.4,22.5,1.3,0.4,77.2,low,88.4304246363455,69.64355459370857,91.51048550146496,69.8163207278931,117.88730786790444,74.49062061338209,100.0,108.44091360476662,102.89597152564312,085,48,032008,3897,48085032008
440,"Census Tract 316.21, Collin County, Texas",15.6,33.7,5.5,0.0,0.0,0.0,1.1,6.9,76.1,0.7,78.8,24.4,6.3,2.1,57.0,5.8,9.4,17.7,20.5,0.0,7.3,7.6,11.2,6.9,22.5,1.2,3.0,9.1,76.5,76.5,9.0,9.2,18.0,25.4,87.0,0.0,15.8,18.5,0.0,4.3,7.0,46.3,2.31,9.0,15.8,0.0,2.4,18.0,0.0,9.2,21.4,0.3,0.5,72.8,low,97.12608959161044,82.91661597761572,91.68688258209326,84.01023599658801,96.22393851772942,97.7327831894168,100.0,92.5521350546177,91.24737097557029,085,48,031621,3575,48085031621
441,"Census Tract 316.47, Collin County, Texas",10.0,35.7,2.7,0.0,0.0,0.0,5.5,3.9,87.5,1.6,82.5,25.8,13.3,2.5,50.5,12.3,13.7,11.3,15.6,0.0,0.7,3.1,14.1,16.8,18.3,0.0,0.7,25.3,86.8,86.8,3.6,0.0,0.0,0.0,92.1,0.0,6.7,8.0,0.5,3.8,3.7,37.6,3.2,3.4,17.6,0.0,0.0,0.0,30.4,4.4,16.8,0.0,0.7,73.1,low,105.75904071352664,122.32089690807463,95.51541921981192,124.81774239408584,101.26883274996194,56.301841847802976,100.0,95.33267130089372,99.33667691312084,085,48,031647,431,48085031647
442,"Census Tract 317.04, Collin County, Texas",6.1,45.1,4.3,0.0,0.0,0.0,0.0,4.8,79.5,0.8,84.0,19.2,9.3,3.4,55.3,11.5,12.1,21.3,17.4,0.0,2.8,2.8,6.2,21.0,14.9,0.4,1.4,35.8,84.9,84.9,7.6,1.3,0.0,0.0,89.1,1.7,7.5,17.4,0.5,1.9,1.3,50.4,2.47,10.9,16.0,1.6,10.0,7.5,15.1,5.2,19.6,0.5,0.8,73.9,high,87.16242931832512,95.98862857838023,95.99781123622404,120.20471993176001,76.266930451986,64.51997107490746,100.0,81.82720953326715,89.30593755055817,085,48,031704,2937,48085031704
443,"Census Tract 317.06, Collin County, Texas",1.9,13.5,0.8,0.0,44.4,0.0,0.7,0.9,90.3,0.0,85.2,12.3,10.3,4.5,75.5,2.5,5.6,20.9,25.0,0.4,1.1,1.1,5.8,57.4,28.3,0.0,0.7,60.5,87.5,87.5,3.0,1.4,0.0,0.0,99.3,0.0,0.0,0.0,0.0,0.0,0.7,98.8,2.62,1.4,39.2,2.2,0.9,1.2,63.6,2.1,26.7,0.7,0.9,83.5,low,193.12333018294308,276.4856160480468,177.42486361850712,174.89564970145008,,40.341996682121746,100.0,104.07149950347568,91.89451545057436,085,48,031706,1463,48085031706
444,"Census Tract 317.08, Collin County, Texas",9.8,45.4,7.0,34.0,48.6,0.0,0.6,7.9,78.3,1.1,79.5,23.4,7.2,2.4,45.5,15.9,7.3,14.3,20.5,0.0,3.1,11.9,13.2,13.6,25.3,0.4,0.8,22.8,72.5,72.5,14.9,5.8,0.0,19.6,90.6,4.7,7.8,15.2,0.0,1.4,0.4,51.8,2.1,4.2,17.0,1.5,1.8,15.0,17.4,3.4,21.0,0.4,0.9,65.9,low,79.61717124355162,85.98100921366877,97.2919898175685,106.1882286039238,69.66405417744636,71.15572759368753,100.0,81.0327706057597,85.74664293803592,085,48,031708,416,48085031708
445,"Census Tract 317.09, Collin County, Texas",3.8,45.3,8.5,0.0,0.0,0.0,2.2,4.9,74.1,1.0,64.9,41.8,7.4,2.3,66.9,1.6,8.6,17.6,23.4,0.0,6.7,9.9,9.0,12.4,18.9,0.0,4.0,22.7,80.3,80.3,9.1,10.9,0.0,45.7,78.2,9.3,16.2,19.4,0.0,4.3,1.3,44.1,2.51,13.2,21.5,0.0,0.0,2.4,7.2,6.3,19.2,0.0,3.6,62.4,low,104.81441359871084,101.67946165026476,114.04971247725851,115.05942564685812,97.5593516968498,72.51690841805268,100.0,89.37437934458788,95.13023782559458,085,48,031709,1168,48085031709
446,"Census Tract 320.09, Collin County, Texas",9.6,23.9,8.2,0.0,0.0,0.0,0.9,4.8,79.9,0.0,73.7,29.9,5.2,2.6,71.6,3.5,7.1,15.9,21.2,0.3,2.3,1.3,14.6,27.6,25.7,2.3,4.2,33.5,81.0,81.0,3.3,5.4,0.0,88.0,98.0,0.0,0.0,3.6,0.0,0.3,0.8,77.1,2.62,8.8,24.1,0.0,1.6,7.5,1.7,3.1,20.5,0.0,0.2,67.2,low,138.10566007044528,149.09496033448372,115.01269653987228,93.28063690645435,135.9153857860295,118.4737760006806,100.0,109.63257199602778,97.3952434881087,085,48,032009,5138,48085032009
447,"Census Tract 316.37, Collin County, Texas",6.3,6.2,1.1,0.0,0.0,0.0,0.0,5.9,92.2,1.0,69.1,33.6,6.2,2.1,62.5,8.9,9.0,12.5,18.4,0.0,2.9,1.5,7.2,34.8,21.6,3.5,1.8,35.6,88.3,88.3,4.5,4.7,0.0,0.0,97.0,0.0,0.0,0.0,1.1,0.0,0.0,97.8,3.2,0.0,36.2,0.0,0.7,1.6,21.4,4.0,18.8,0.6,1.4,71.0,low,140.51034361791204,161.03111133876718,146.15038121119096,116.34574921808357,127.97709633236951,121.50240333489302,100.0,129.09632571996028,108.72027180067951,085,48,031637,3033,48085031637
448,"Census Tract 316.49, Collin County, Texas",4.9,31.8,3.4,0.0,0.0,0.0,2.1,5.5,84.6,0.0,82.6,16.9,6.5,5.2,59.6,6.9,10.6,17.9,19.6,0.0,5.1,4.4,8.0,25.1,34.3,0.0,2.6,28.4,82.8,82.8,4.7,4.2,0.0,0.0,94.3,2.0,4.1,12.3,2.2,2.1,1.1,63.1,2.63,8.7,26.6,0.7,0.0,0.8,43.0,1.9,29.6,0.2,1.2,79.2,low,126.29782113524776,155.18404927616038,114.70490163387794,141.7617287460904,122.41287475270126,78.64222212769577,100.0,90.96325719960278,89.6295097880602,085,48,031649,5155,48085031649
449,"Census Tract 320.04, Collin County, Texas",25.4,27.5,5.3,80.0,0.0,62.4,7.6,8.6,91.8,0.0,76.9,46.3,6.2,3.3,29.9,23.1,16.2,10.9,10.1,0.3,1.2,10.4,6.4,1.3,23.8,1.3,6.9,0.9,47.2,47.2,31.3,11.7,8.6,11.5,94.6,0.0,8.6,0.9,0.0,0.0,1.8,57.6,3.47,3.9,23.5,8.4,33.3,30.5,0.0,9.3,12.2,0.2,0.3,84.7,low,53.28128085165386,51.715637625575454,57.94644098640168,63.29599090133635,90.14038959062547,137.15598281509207,100.0,133.46573982125122,129.75246723831094,085,48,032004,1466,48085032004
450,"Census Tract 318.04, Collin County, Texas",6.0,57.8,17.2,26.0,0.0,0.0,2.6,4.5,69.6,1.2,81.9,27.1,10.0,4.1,64.3,12.3,8.4,11.6,17.1,0.0,12.4,7.8,14.2,9.5,35.5,0.0,3.1,22.5,81.6,81.6,7.2,4.0,16.4,49.4,89.4,2.4,12.5,51.0,19.0,9.5,1.9,38.6,2.11,17.8,14.2,3.0,4.5,5.2,3.8,3.3,23.7,0.6,0.6,75.9,low,45.42637322472081,76.83392986342768,86.62356637997641,96.34119988626671,92.14350935930605,98.7536688076907,100.0,78.64945382323734,81.54020385050964,085,48,031804,3222,48085031804
451,"Census Tract 316.24, Collin County, Texas",13.9,39.2,8.5,50.0,0.0,0.0,6.8,6.7,85.8,0.7,52.9,59.6,2.7,1.3,31.9,26.1,7.7,7.6,13.3,0.0,6.7,8.1,15.3,3.6,26.6,1.3,12.3,5.9,52.4,52.4,24.0,8.5,52.6,29.5,93.8,0.0,6.1,13.9,0.0,6.0,2.5,26.4,2.63,7.3,20.1,1.8,17.3,35.8,0.0,4.1,17.7,0.0,0.3,66.6,low,50.612023319746974,40.782169406009686,71.01062477416,64.58231447256186,82.2762897580277,70.79841762729167,100.0,107.24925521350544,110.98527746319368,085,48,031624,1285,48085031624
452,"Census Tract 309, Collin County, Texas",24.8,36.1,10.4,55.0,0.0,36.2,10.7,3.8,87.7,1.6,64.9,52.6,3.0,6.9,13.5,29.4,9.8,4.0,11.6,0.0,10.1,19.3,11.9,3.8,33.1,2.7,14.4,5.9,38.7,38.7,33.3,26.8,44.4,62.5,95.8,0.0,3.2,22.8,6.4,6.5,3.1,43.9,3.7,10.4,22.9,25.0,11.8,10.1,13.3,6.1,16.8,0.5,0.0,78.7,low,46.18873826136676,39.20963497480487,42.95088916278436,59.61444412851862,66.32552122964542,177.68514186056404,100.0,130.68520357497513,131.37032842582107,085,48,030900,2880,48085030900
453,"Census Tract 316.40, Collin County, Texas",8.9,35.3,2.3,0.0,0.0,0.0,4.0,8.8,86.1,3.2,72.4,29.7,5.1,2.3,63.0,10.5,9.6,12.7,25.2,0.2,3.5,2.2,9.4,8.5,15.3,0.0,0.4,9.4,85.6,85.6,5.4,3.5,11.0,0.0,91.5,0.0,6.1,10.8,0.6,2.2,1.2,42.6,2.83,8.0,24.9,0.0,5.8,2.6,2.1,7.5,11.5,1.5,0.9,58.8,low,106.13336390632708,107.62256612520088,100.60033506445471,91.55075348308218,104.31060721351393,146.00365817346545,100.0,101.68818272095331,107.42598285067143,085,48,031640,1440,48085031640
