,NAME,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0046PE-%Owner Occup HU,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,crime,%DP03_0092E-Median Earning Workers,%DP03_0093E-Median Earnings Male FT Workers,%DP03_0094E-Median Earnings Female FT Workers,%DP04_0101E-Med Onwer Monthly Mortgage,%DP04_0134E-Median Gross Rent,%DP05_0070PE-%H&L race,%DP04_0045PE-%Occup HU,%DP02_0015E-Avg HH Size,%DP02_0016E-Avg Fam Size,COUNTYFP,STATEFP,TRACTCE,index,GEOID
39,"Census Tract 110.02, Dallas County, Texas",30.2,28.2,4.5,0.0,0.0,36.8,7.6,4.3,94.4,0.0,93.9,17.2,0.5,8.8,36.1,21.3,6.0,6.6,16.7,0.0,13.2,8.8,11.3,0.9,46.3,2.0,18.8,1.2,50.3,50.3,20.6,21.4,43.0,61.1,92.4,2.6,22.3,0.0,0.0,0.7,0.7,78.4,2.98,0.0,21.5,26.4,39.6,23.2,0.0,7.4,24.2,0.0,0.0,25.8,high,85.03913621882815,76.59304256856971,94.90051825959641,73.0717528240138,121.3582176346587,75.86401022344073,100.0,104.39429928741093,101.71355227988468,113,48,011002,5164,48113011002
40,"Census Tract 111.01, Dallas County, Texas",30.8,22.7,4.1,0.0,0.0,36.6,4.6,11.1,97.3,0.0,92.7,15.4,0.9,7.8,40.8,10.6,11.8,13.8,12.6,0.0,6.8,17.7,13.5,7.1,43.3,0.9,11.2,8.2,57.1,57.1,10.2,13.8,45.0,32.2,91.1,0.0,28.5,1.9,0.0,0.8,0.6,75.5,2.78,1.8,34.3,21.1,48.8,13.2,0.0,2.3,27.3,0.0,0.0,24.8,high,101.89657976936245,93.67736998078749,118.05107942662278,78.81310483161488,104.55343946112279,93.5971198720944,100.0,102.96912114014252,95.62812607510523,113,48,011101,3709,48113011101
41,"Census Tract 111.05, Dallas County, Texas",29.8,33.4,7.4,83.0,0.0,20.5,18.0,2.3,90.0,0.0,79.6,35.0,0.7,3.2,14.8,19.2,16.5,6.5,9.2,0.0,14.7,18.3,6.6,0.0,27.6,0.0,30.6,0.0,25.7,25.7,26.1,27.2,22.2,47.1,93.2,0.0,8.5,9.1,0.0,1.8,1.4,21.9,2.78,4.1,8.0,73.1,8.3,7.5,0.0,6.6,15.0,0.7,0.2,39.9,high,57.212985146525256,55.0327809054218,60.55927604515829,65.01066263152339,73.19606987957646,100.02871120468836,100.0,105.46318289786224,104.90115648238816,113,48,011105,1925,48113011105
42,"Census Tract 116.01, Dallas County, Texas",38.8,24.5,3.0,64.0,0.0,13.2,19.8,1.0,90.2,0.0,84.0,33.8,0.6,7.3,12.4,25.3,13.9,9.8,10.0,0.0,17.9,14.7,7.5,0.0,38.2,2.7,30.5,0.0,24.7,24.7,35.7,30.2,14.0,54.3,85.4,0.0,14.4,4.6,0.4,1.4,0.0,39.4,3.34,1.5,12.3,67.2,13.8,3.9,0.0,6.3,16.4,0.0,0.0,36.7,high,61.08110179201114,57.73030628629829,64.13954809032064,57.00756589365521,80.2124978798672,98.77527008236174,100.0,119.00237529691209,115.04353349035391,113,48,011601,5226,48113011601
43,"Census Tract 122.08, Dallas County, Texas",29.6,46.4,4.3,37.0,26.3,0.0,20.6,5.5,83.2,0.0,71.0,52.0,0.7,13.2,10.4,29.7,11.5,4.8,11.3,0.0,28.4,19.8,0.9,0.6,19.4,4.4,37.2,1.2,18.5,18.5,38.1,35.5,43.9,62.6,94.1,,3.6,24.9,0.0,2.3,5.3,0.0,,14.7,13.2,,,,,13.7,9.5,0.0,0.0,43.8,low,58.54886778227423,48.85095190757984,55.46158401210486,,66.09301931138086,55.56237368477349,100.0,86.93586698337292,100.84420567920192,113,48,012208,1094,48113012208
44,"Census Tract 122.11, Dallas County, Texas",14.2,56.2,9.4,85.0,0.0,29.4,16.6,4.0,79.6,0.2,71.7,44.9,2.1,4.7,11.4,30.3,19.3,3.8,15.5,0.0,8.3,15.4,3.9,0.0,25.5,1.2,19.5,0.0,41.3,41.3,29.7,21.1,48.9,54.9,88.0,0.0,11.0,38.6,0.3,4.3,8.2,17.6,3.69,8.5,19.3,17.8,25.9,33.3,3.7,8.7,11.8,1.1,0.0,48.3,high,67.75276323399146,55.60926818439943,64.35399146802567,85.19238484006053,66.526132150905,93.5971198720944,100.0,89.07363420427555,112.43549368830557,113,48,012211,3273,48113012211
45,"Census Tract 124, Dallas County, Texas",6.2,34.4,8.6,34.0,0.0,0.0,13.1,5.4,94.5,0.0,75.7,38.1,9.2,5.3,33.4,16.3,11.9,8.8,16.4,0.5,1.4,13.0,14.6,4.0,22.4,0.7,3.0,6.1,63.7,63.7,24.2,3.5,4.8,26.6,92.5,0.0,2.8,1.3,0.0,0.0,0.0,78.5,2.38,1.2,37.6,10.7,24.6,23.6,1.8,11.3,15.3,1.2,0.0,84.3,high,99.92505471892444,83.84445488275381,119.37969600588222,82.23471865432663,87.14230331225315,110.20007768914208,100.0,90.49881235154396,87.51422446873268,113,48,012400,794,48113012400
46,"Census Tract 129, Dallas County, Texas",8.2,45.9,5.1,143.0,0.0,0.0,2.3,3.4,86.4,0.0,90.2,16.3,9.7,0.5,54.8,8.4,10.5,10.4,24.1,1.0,1.4,9.6,12.4,16.0,23.6,1.1,3.0,28.1,78.1,78.1,10.3,5.7,29.6,45.5,98.1,0.0,7.3,2.4,3.0,0.0,0.5,75.0,1.92,3.0,26.2,1.2,1.3,9.9,14.4,4.4,22.9,0.0,1.4,89.8,high,155.6832972659784,164.28074597784112,120.53116370790713,120.85835943273392,80.818855855201,94.9738502851417,100.0,69.12114014251783,73.89446105803587,113,48,012900,2212,48113012900
47,"Census Tract 130.09, Dallas County, Texas",21.3,25.8,4.0,49.0,32.1,16.4,6.8,4.2,81.4,0.0,84.2,25.5,7.8,3.9,47.9,11.3,6.1,14.9,18.3,0.0,4.0,14.2,8.3,15.3,24.8,2.3,15.1,19.5,67.5,67.5,13.7,8.8,0.0,26.8,93.6,1.5,2.3,5.1,0.0,0.8,0.7,50.9,2.82,1.2,21.6,0.0,0.0,0.9,12.5,11.9,13.7,0.0,0.8,60.8,high,104.22210079871272,99.35160011663656,94.87954010308178,136.16863145300348,84.02389086767947,106.48085075240246,100.0,101.90023752969122,97.07703707624322,113,48,013009,3258,48113013009
48,"Census Tract 132, Dallas County, Texas",5.8,48.3,5.3,33.0,,,1.2,5.6,82.5,0.9,82.3,18.7,9.7,4.2,65.6,6.9,11.3,12.2,19.4,0.0,3.5,5.8,12.7,27.7,34.0,0.0,0.7,42.7,82.4,82.4,7.5,7.6,0.0,38.0,84.5,0.0,13.3,39.2,6.8,19.5,3.3,46.4,2.06,6.6,25.6,0.0,5.4,5.8,51.1,1.5,32.7,0.0,0.3,83.2,high,150.0581202872057,171.92917311622682,136.76825685022544,211.3281486434177,115.9009958566548,140.01553782841958,100.0,66.6270783847981,72.15576785667034,113,48,013200,3261,48113013200
49,"Census Tract 136.06, Dallas County, Texas",13.3,33.3,5.3,0.0,43.7,0.0,9.7,2.0,85.0,0.7,73.0,38.4,6.9,3.3,39.4,14.5,7.9,11.0,15.2,0.0,9.3,1.6,7.8,13.2,16.8,0.0,9.9,18.2,60.6,60.6,26.6,10.8,0.0,46.7,93.6,1.7,7.2,12.0,0.0,0.9,2.6,50.0,2.47,7.6,27.1,5.4,6.5,3.8,9.9,4.2,15.5,0.0,0.0,63.3,high,103.2298784928566,96.14647587376714,133.48400990254723,128.339515079002,82.46468464539264,120.04267273167407,100.0,83.72921615201899,82.00836266440845,113,48,013606,3270,48113013606
50,"Census Tract 136.08, Dallas County, Texas",5.0,19.9,2.4,0.0,,,0.0,4.3,96.2,0.0,84.4,10.7,10.2,0.5,64.3,13.3,8.1,12.3,29.6,1.3,0.3,1.9,14.0,38.0,39.8,0.0,0.0,43.9,79.1,79.1,4.9,1.6,0.0,0.0,99.1,0.0,0.0,3.6,0.0,0.0,2.7,97.3,2.48,2.0,20.4,1.6,1.4,3.0,40.4,6.1,39.4,0.0,0.2,92.0,high,234.43577496879644,258.97875224185003,187.7964571189066,223.04282647710878,,52.829461073799045,100.0,86.93586698337292,79.11054066213255,113,48,013608,4168,48113013608
51,"Census Tract 136.16, Dallas County, Texas",5.6,69.7,10.0,0.0,47.4,7.0,4.3,6.6,66.0,1.5,75.1,34.7,8.3,2.2,51.3,17.2,9.7,10.1,19.6,0.0,3.2,2.8,17.6,7.7,5.3,0.1,3.1,9.1,71.4,71.4,17.7,8.3,0.0,58.2,90.3,0.0,4.7,63.7,1.9,7.7,12.2,6.0,1.67,15.8,7.2,3.3,6.1,22.1,0.0,4.7,5.6,1.6,0.6,61.9,high,127.5884193191728,112.20291559044935,116.10244177704223,160.40989548509694,113.47556395531971,148.41975781254396,100.0,63.06413301662708,86.06531346759473,113,48,013616,4982,48113013616
52,"Census Tract 136.19, Dallas County, Texas",5.3,30.9,3.9,0.0,,,2.1,5.1,95.9,0.0,87.7,19.3,9.0,5.1,65.8,7.8,6.8,12.7,28.3,0.5,0.3,6.0,6.6,30.4,29.5,0.0,1.5,34.7,87.2,87.2,2.5,2.8,18.3,0.0,96.6,0.0,0.0,6.5,0.0,0.9,0.0,81.6,2.59,1.8,28.8,1.0,2.3,1.9,26.1,5.8,24.3,0.0,0.0,82.5,low,193.01307761155925,201.1831832447241,184.4329593577287,148.11528310518352,76.40110489205495,105.9260489441595,100.0,87.29216152019,85.77553126736713,113,48,013619,3547,48113013619
53,"Census Tract 165.17, Dallas County, Texas",23.1,27.8,3.1,60.0,6.5,23.4,8.2,5.8,91.7,0.0,83.1,37.2,4.0,8.2,26.6,25.0,15.8,9.4,9.7,0.0,6.2,12.2,12.2,0.5,23.3,4.3,18.5,0.7,54.4,54.4,17.1,16.1,19.8,27.6,96.2,1.0,4.1,7.6,0.0,0.0,1.5,46.8,3.71,3.5,32.1,32.3,48.4,14.6,0.0,8.2,10.3,0.1,0.4,48.4,low,77.60522066167192,66.00235488370382,76.82900187538823,67.156420452546,104.81330716483728,109.62472766577903,100.0,116.50831353919241,115.91288009103668,113,48,016517,803,48113016517
54,"Census Tract 178.06, Dallas County, Texas",23.0,28.5,5.2,0.0,0.0,11.1,19.2,6.5,83.0,0.0,69.4,53.3,3.1,6.2,18.9,23.3,8.5,1.5,6.9,0.0,3.1,8.3,7.8,0.4,23.0,2.1,18.9,0.0,42.8,42.8,27.3,11.0,22.0,30.0,93.1,2.4,7.8,7.4,0.0,2.7,0.5,49.0,3.21,2.7,19.0,46.8,36.4,8.8,0.0,9.5,10.3,0.2,0.0,77.8,low,58.032085331307506,70.70127006329511,60.6641668277314,67.44638772565716,74.408785830244,95.36426637242373,100.0,105.10688836104514,102.00333448011229,113,48,017806,2334,48113017806
55,"Census Tract 178.12, Dallas County, Texas",12.1,24.7,4.5,49.0,0.0,7.3,4.6,6.2,81.4,0.3,87.7,30.7,5.1,7.7,42.1,10.2,12.5,6.1,9.5,0.0,4.6,7.2,12.4,1.9,27.9,0.7,9.4,1.8,61.6,61.6,16.3,6.3,0.0,0.0,94.0,0.0,16.2,3.1,0.0,0.0,2.9,67.1,3.19,5.3,19.3,11.5,48.1,30.7,0.0,8.4,20.6,1.0,2.1,74.0,low,92.2043249014817,84.97748805684509,97.94235095421679,69.88211281979096,115.29463788132101,45.59648935152085,100.0,105.10688836104514,98.81573027760875,113,48,017812,4880,48113017812
56,"Census Tract 181.10, Dallas County, Texas",8.7,28.6,3.2,0.0,5.2,27.6,5.8,10.3,85.9,0.0,86.1,18.1,15.4,5.8,44.3,9.5,10.2,9.1,18.3,1.2,0.7,8.8,14.3,5.3,49.9,0.5,5.2,7.4,74.3,74.3,7.9,2.8,0.0,27.3,100.0,0.0,0.0,13.2,2.5,0.7,7.3,75.7,2.49,8.0,19.1,2.7,8.2,29.7,0.8,2.4,39.6,0.0,0.0,74.3,low,108.31501781036908,122.21167743710195,110.90685168025391,120.22043143188937,202.35031862566933,100.83009159437259,100.0,83.0166270783848,79.9798872628153,113,48,018110,244,48113018110
57,"Census Tract 184.03, Dallas County, Texas",17.3,44.2,6.9,93.0,0.0,10.7,9.1,5.1,72.6,0.0,61.8,53.2,3.5,1.9,25.5,20.5,4.3,1.5,11.9,0.0,4.0,5.3,11.3,1.1,14.2,4.0,9.1,0.0,48.0,48.0,34.0,13.9,0.0,13.6,94.5,0.0,2.8,13.4,0.0,5.7,0.0,0.4,8.0,13.3,17.3,0.0,0.0,100.0,0.0,11.3,6.8,1.2,0.0,72.1,low,70.37543417264756,63.51149475378157,77.6028627601499,,77.09408543529355,24.205797411487858,100.0,93.34916864608076,103.74202768147781,113,48,018403,463,48113018403
58,"Census Tract 190.19, Dallas County, Texas",14.2,37.2,7.5,28.0,0.0,10.2,10.1,7.1,79.5,2.0,55.7,55.9,1.6,6.6,23.4,20.7,17.5,2.8,5.3,0.0,10.9,17.5,4.3,3.1,16.8,0.6,17.5,2.3,45.1,45.1,22.3,30.8,24.3,54.8,92.6,0.0,9.4,15.8,0.0,12.7,3.2,22.8,3.04,7.6,18.8,8.1,24.6,19.7,2.6,9.2,8.0,0.6,3.7,39.1,high,70.28499724372837,76.77976643565995,75.05285129048349,84.78643065770491,71.72348622519445,160.50210830316783,100.0,104.75059382422802,108.3785428851193,113,48,019019,4886,48113019019
59,"Census Tract 190.21, Dallas County, Texas",9.1,24.0,4.8,0.0,0.0,0.0,9.0,4.3,75.9,2.1,63.7,50.7,7.2,9.4,24.7,20.8,18.2,8.4,12.3,0.4,7.1,2.2,19.2,0.4,17.5,2.3,7.0,0.6,54.7,54.7,27.1,7.1,0.0,56.7,93.0,0.0,13.8,5.1,0.0,2.2,1.0,53.3,3.07,4.5,27.7,4.6,41.0,35.8,0.0,4.4,12.7,0.0,0.8,72.7,low,76.12722285190713,73.27914714098758,82.11782822335269,79.45103283245945,109.0578129921737,145.6252005562092,100.0,108.31353919239905,101.13398787942951,113,48,019021,1493,48113019021
60,"Census Tract 192.03, Dallas County, Texas",11.9,31.0,4.4,12.0,0.0,0.0,0.9,3.6,84.4,0.3,87.1,12.2,11.7,0.4,62.7,7.8,7.2,11.4,17.7,0.0,2.3,4.7,11.2,14.4,32.7,0.0,3.8,19.4,84.7,84.7,5.6,4.9,23.8,9.7,93.0,0.5,0.0,4.9,2.7,0.0,0.0,87.3,2.41,8.6,24.0,2.4,7.4,12.6,10.7,6.7,20.4,0.8,1.3,92.9,low,143.13065153199685,143.20632893974354,132.533000140551,110.94147869233208,118.4996728937995,81.16544972442873,100.0,85.51068883610449,83.45727366554641,113,48,019203,4277,48113019203
61,"Census Tract 192.11, Dallas County, Texas",13.5,49.5,4.4,32.0,,,6.2,4.5,81.4,0.8,81.7,26.0,8.1,1.4,44.1,19.7,7.6,8.1,14.9,0.0,5.9,11.8,11.6,3.9,33.9,1.2,10.5,7.6,62.0,62.0,19.3,1.1,0.0,0.0,95.9,0.0,6.8,7.4,0.6,0.5,2.3,49.1,1.96,4.1,22.4,10.7,33.2,24.0,0.0,5.6,28.5,1.3,0.2,82.5,low,96.19130151068993,74.97597762250666,125.59156124049014,71.44793609459127,106.37251338712412,117.59743513238115,100.0,82.3040380047506,98.52594807738116,113,48,019211,174,48113019211
62,"Census Tract 199, Dallas County, Texas",15.0,18.0,6.4,34.0,15.4,9.4,15.9,3.6,97.3,0.6,66.8,78.5,0.2,6.0,12.5,15.6,20.0,3.5,8.8,0.3,0.4,9.2,12.5,0.1,23.0,0.9,12.3,0.1,39.9,39.9,31.3,9.8,10.4,36.7,90.9,0.8,0.0,4.5,0.0,0.0,1.7,51.8,4.22,3.3,20.0,51.0,28.0,5.3,0.0,8.7,13.2,0.0,0.0,86.3,low,65.91043379629512,55.26482609947568,61.92518712488819,67.27240736179047,63.66758741004578,87.69978213262323,100.0,135.39192399049878,119.39026649376778,113,48,019900,468,48113019900
63,"Census Tract 1, Dallas County, Texas",9.4,46.3,6.4,0.0,0.0,0.0,2.2,2.9,77.7,0.0,92.0,11.5,9.9,2.4,69.9,5.7,9.5,15.5,30.5,0.4,5.1,2.8,9.7,33.0,10.9,0.0,0.5,47.5,91.8,91.8,2.4,1.2,9.5,0.0,90.1,2.2,0.0,25.7,2.3,8.0,0.8,57.3,2.47,8.0,23.3,3.8,4.8,5.9,38.0,7.6,12.6,0.0,1.1,87.6,high,165.66236639414572,220.9414689477973,149.48568151064592,198.5115951719041,112.4360931404618,80.89832292786731,100.0,75.89073634204277,82.58792706486362,113,48,000100,424,48113000100
64,"Census Tract 4.05, Dallas County, Texas",5.2,70.1,7.0,0.0,0.0,0.0,10.8,1.0,74.8,0.0,52.9,53.7,3.1,6.8,28.7,31.7,6.1,6.4,4.2,0.0,13.3,13.7,13.2,0.4,9.8,0.8,9.3,0.0,50.8,50.8,36.9,28.1,,100.0,86.0,0.0,7.9,57.3,14.6,33.6,2.2,14.5,2.13,8.7,9.1,0.0,0.0,11.7,13.6,4.7,6.0,0.6,0.4,73.7,high,66.76312484039019,51.24754367741768,91.25264993233137,97.37101031072949,85.58309708996632,41.87726241478121,100.0,64.84560570071261,96.20769047556044,113,48,000405,5110,48113000405
65,"Census Tract 6.01, Dallas County, Texas",8.8,61.9,5.9,0.0,,,8.0,3.8,63.3,0.3,70.0,45.5,7.1,2.3,30.6,27.5,7.9,9.3,15.9,0.0,11.1,6.8,13.4,5.4,17.9,2.5,8.2,7.2,57.5,57.5,27.6,9.4,51.5,44.4,85.1,0.0,7.7,47.3,10.4,33.8,7.8,22.0,1.6,16.6,17.2,1.9,19.0,8.5,37.7,4.5,12.4,0.5,0.2,75.5,high,90.80901228387155,67.33480189643515,103.2032064268284,85.94629975014955,90.43396089263645,126.28933012818709,100.0,65.5581947743468,84.90618466668438,113,48,000601,4169,48113000601
66,"Census Tract 7.01, Dallas County, Texas",2.3,79.9,18.5,0.0,,,0.3,2.2,63.8,0.3,84.6,13.3,16.3,0.5,70.6,4.8,10.8,12.4,26.1,0.0,1.4,2.9,9.3,20.2,4.0,0.0,0.0,28.4,95.4,95.4,3.6,2.4,0.0,21.3,83.9,5.5,5.3,69.9,6.9,17.1,3.6,26.1,1.4,11.8,13.8,0.0,0.0,15.0,21.3,2.9,5.6,0.4,0.6,80.3,high,189.97956462438458,166.4180997574469,164.5410051693071,125.84579653024595,162.1574471178309,103.06984704246445,100.0,54.51306413301664,65.20099505120814,113,48,000701,1366,48113000701
67,"Census Tract 27.01, Dallas County, Texas",36.6,39.3,4.9,0.0,0.0,33.1,28.4,2.7,78.0,0.0,83.9,27.2,0.0,22.1,12.1,24.5,14.6,0.0,13.6,0.0,28.2,14.9,3.2,0.0,24.6,3.1,48.8,0.0,20.0,20.0,21.3,39.6,75.0,54.4,86.2,0.0,3.8,6.0,0.0,0.6,2.3,17.7,3.44,5.2,23.2,37.5,6.9,9.3,0.0,9.0,9.5,0.0,0.0,28.9,high,58.644472535703066,57.83363891177541,72.7009668545663,44.65496005911954,60.02943955804317,71.22011360629621,100.0,101.18764845605699,110.40701828671244,113,48,002701,4489,48113002701
68,"Census Tract 40, Dallas County, Texas",14.4,56.6,11.5,0.0,0.0,0.0,18.9,6.3,80.6,0.0,95.1,7.4,0.0,19.0,15.2,49.1,13.2,0.0,26.3,0.0,12.1,18.1,13.8,0.0,33.5,0.0,38.7,0.0,31.6,31.6,32.6,34.6,,55.2,83.2,0.0,0.0,3.1,4.1,0.0,5.8,32.1,3.06,12.6,18.1,21.2,16.7,0.0,0.0,4.6,13.0,0.0,0.0,10.7,high,66.82772264676103,49.29872661798071,62.86687326176683,58.573389168455506,72.41646676843303,26.630486795660662,100.0,95.13064133016628,119.68004869399536,113,48,004000,4155,48113004000
69,"Census Tract 57, Dallas County, Texas",24.4,41.1,3.4,67.0,0.0,25.5,20.2,4.9,93.6,1.6,85.6,37.6,0.1,10.2,15.6,25.4,14.2,6.2,8.5,0.0,22.5,10.8,5.3,0.0,28.9,1.7,30.1,0.0,23.1,23.1,26.6,27.6,22.7,33.4,88.8,0.0,4.0,7.8,10.0,2.1,0.0,36.6,3.37,6.2,9.9,41.4,2.8,12.0,0.0,5.5,16.0,0.0,0.0,40.8,high,65.59002867669575,59.051876180558345,75.6006142661431,61.125101171833755,76.14123718834047,103.58355242046714,100.0,102.25653206650831,116.20266229126426,113,48,005700,5220,48113005700
70,"Census Tract 65.02, Dallas County, Texas",18.6,10.4,4.0,0.0,15.1,4.2,21.2,3.4,95.0,0.0,63.8,82.2,0.6,5.9,9.9,21.3,11.0,4.9,11.6,0.0,3.3,9.5,13.9,0.0,25.6,1.9,15.8,0.0,39.9,39.9,40.7,12.0,17.5,26.3,98.0,0.0,0.0,0.0,0.0,0.0,0.0,68.6,4.45,2.3,20.9,71.2,19.5,2.4,0.0,8.4,10.6,1.1,0.2,90.9,high,67.78118626879464,59.12076459754309,58.97659068144393,62.40095717352288,100.39555620169122,93.26834843017264,100.0,159.97624703087888,135.90785190674052,113,48,006502,3678,48113006502
71,"Census Tract 91.01, Dallas County, Texas",15.8,19.6,5.0,108.0,11.3,10.8,14.4,2.3,92.9,0.2,69.8,64.5,0.6,6.4,13.3,20.4,9.2,11.0,5.7,0.0,5.7,6.4,12.1,0.0,22.4,0.6,20.3,0.0,41.4,41.4,31.7,25.1,0.0,27.6,92.0,0.0,3.4,7.7,0.0,2.0,0.0,65.3,4.0,5.0,27.3,37.2,43.3,5.5,0.0,11.7,7.9,0.0,0.3,77.2,high,73.06270291767449,55.60564247824234,70.07170457140019,70.52004082063553,74.66865353395845,126.18658905258651,100.0,138.59857482185274,126.34503929922998,113,48,009101,2088,48113009101
72,"Census Tract 67, Dallas County, Texas",16.6,23.4,4.5,63.0,23.2,0.0,17.1,2.2,95.3,0.4,52.9,86.1,1.6,6.4,10.3,22.2,9.9,6.2,10.6,0.0,7.9,14.3,8.2,1.7,15.5,1.2,17.6,1.7,31.8,31.8,36.2,22.4,27.9,43.3,91.5,0.0,0.0,5.5,0.0,1.0,3.4,52.6,3.83,1.6,24.3,55.3,21.9,7.8,0.0,8.5,7.8,0.0,0.0,87.3,high,61.285230860142995,54.93126113302321,58.33559145460823,62.574937537389594,73.45593758329093,150.84444719671674,100.0,127.90973871733965,120.83917749490574,113,48,006700,1654,48113006700
73,"Census Tract 78.09, Dallas County, Texas",8.4,52.1,4.5,0.0,0.0,0.0,7.9,3.2,87.7,0.4,88.6,21.0,6.1,1.3,41.0,14.8,8.2,9.4,7.9,0.0,8.0,2.4,9.2,6.1,23.8,2.3,11.3,12.8,60.2,60.2,17.7,8.4,0.0,86.4,93.9,8.4,0.0,12.6,0.0,7.0,1.8,41.4,2.11,13.6,18.6,0.0,4.8,4.8,2.7,7.2,13.8,0.0,0.0,80.4,high,95.03370882052448,96.77191018586555,90.56503257990762,130.6012598092691,74.84189866976811,54.22673970196643,100.0,74.10926365795723,88.67335326964306,113,48,007809,4060,48113007809
74,"Census Tract 78.18, Dallas County, Texas",12.0,51.6,2.7,63.0,0.0,0.0,15.0,4.5,63.9,5.7,53.3,68.6,3.8,9.7,13.5,24.9,10.4,5.8,17.1,0.0,8.6,26.0,8.4,0.0,14.4,2.5,17.3,0.0,36.5,36.5,31.3,28.9,0.0,36.5,79.6,0.0,15.7,44.5,0.0,15.7,8.1,1.5,1.43,10.6,11.6,57.1,0.0,0.0,0.0,10.9,7.0,0.5,0.0,51.6,high,60.72968972535377,53.70214674576901,64.47519859455461,,68.43182864481112,116.67276545197628,100.0,84.4418052256532,107.21941408420892,113,48,007818,997,48113007818
75,"Census Tract 97.01, Dallas County, Texas",18.0,19.9,4.0,0.0,10.7,0.0,6.8,2.8,90.9,1.0,60.0,74.7,2.2,5.7,22.3,27.5,10.5,7.9,18.7,0.0,2.3,15.6,13.6,4.2,20.3,0.0,9.6,5.0,39.9,39.9,40.4,10.7,63.6,22.7,91.6,5.5,0.0,11.7,0.0,6.4,9.0,60.5,3.36,5.2,29.8,4.9,26.7,13.2,0.0,7.9,9.8,3.4,0.5,88.9,high,74.6104663583198,61.94518969391781,73.48881317700436,94.9352852165957,75.96799205253083,103.932872077509,100.0,123.27790973871731,113.01505808876075,113,48,009701,1500,48113009701
76,"Census Tract 108.01, Dallas County, Texas",27.2,29.3,5.5,8.0,0.0,7.4,17.7,5.8,94.9,0.3,62.7,74.2,0.7,4.1,12.8,17.9,18.0,5.0,9.0,0.0,10.3,12.2,8.9,0.0,29.3,1.4,15.3,0.0,44.1,44.1,28.9,22.1,6.8,46.6,94.3,0.0,1.7,3.2,0.5,0.6,4.4,46.0,4.17,1.6,42.1,29.1,56.9,4.6,0.0,9.6,14.7,0.0,0.0,80.3,high,66.44530363304567,58.85064948883974,52.30320600351437,73.76767427948059,71.81010879309927,201.14647781074245,100.0,119.00237529691209,117.36179109217458,113,48,010801,719,48113010801
77,"Census Tract 111.04, Dallas County, Texas",25.1,34.7,4.7,64.0,0.0,45.6,19.1,6.2,92.2,0.0,86.8,30.7,0.0,4.1,22.1,21.9,7.2,8.3,21.1,0.0,15.9,16.0,7.9,0.0,35.3,2.3,30.6,0.0,33.3,33.3,25.5,29.0,0.0,60.8,90.2,0.0,7.9,2.0,0.0,0.0,0.5,53.5,3.02,1.7,14.8,68.9,12.6,0.0,0.0,5.3,16.5,0.2,0.9,34.7,high,65.71405646492776,55.47874276274412,73.27203889301992,52.42608297849879,93.63899590511495,85.82989455669336,100.0,112.58907363420427,117.94135549262981,113,48,011104,3710,48113011104
