,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER
5154,6,081,608023,1400000US06081608023,6081608023,6080.23,CT,805954,119028
5155,6,081,608400,1400000US06081608400,6081608400,6084.0,CT,1251240,404167
5265,6,081,609800,1400000US06081609800,6081609800,6098.0,CT,2047956,0
5274,6,081,608800,1400000US06081608800,6081608800,6088.0,CT,2869331,0
5285,6,075,17101,1400000US06075017101,6075017101,171.01,CT,313382,0
5286,6,075,17601,1400000US06075017601,6075017601,176.01,CT,633557,0
5287,6,075,17802,1400000US06075017802,6075017802,178.02,CT,510134,0
5288,6,075,18000,1400000US06075018000,6075018000,180.0,CT,937021,0
5307,6,075,20402,1400000US06075020402,6075020402,204.02,CT,591322,0
5308,6,075,20500,1400000US06075020500,6075020500,205.0,CT,276896,0
5309,6,075,21000,1400000US06075021000,6075021000,210.0,CT,313017,0
5310,6,075,21200,1400000US06075021200,6075021200,212.0,CT,345793,0
5311,6,075,21500,1400000US06075021500,6075021500,215.0,CT,495278,0
5393,6,075,30400,1400000US06075030400,6075030400,304.0,CT,973464,0
5394,6,075,30500,1400000US06075030500,6075030500,305.0,CT,1087780,35670
5395,6,075,30700,1400000US06075030700,6075030700,307.0,CT,1431899,9359
5396,6,075,30900,1400000US06075030900,6075030900,309.0,CT,1853670,0
5397,6,075,31302,1400000US06075031302,6075031302,313.02,CT,684969,0
5398,6,075,32601,1400000US06075032601,6075032601,326.01,CT,417682,0
5399,6,075,32700,1400000US06075032700,6075032700,327.0,CT,844707,0
5400,6,075,33000,1400000US06075033000,6075033000,330.0,CT,1503630,8871
5581,6,081,608900,1400000US06081608900,6081608900,6089.0,CT,6142828,11005
5582,6,081,609100,1400000US06081609100,6081609100,6091.0,CT,3373110,1663
5719,6,081,601100,1400000US06081601100,6081601100,6011.0,CT,976619,0
5720,6,081,601200,1400000US06081601200,6081601200,6012.0,CT,1987409,0
5726,6,081,606400,1400000US06081606400,6081606400,6064.0,CT,937192,0
5727,6,081,606700,1400000US06081606700,6081606700,6067.0,CT,1964670,0
5733,6,081,609602,1400000US06081609602,6081609602,6096.02,CT,996913,0
5734,6,081,609603,1400000US06081609603,6081609603,6096.03,CT,5981406,0
5742,6,081,606900,1400000US06081606900,6081606900,6069.0,CT,3445942,0
6295,6,075,10800,1400000US06075010800,6075010800,108.0,CT,226078,0
6300,6,075,22901,1400000US06075022901,6075022901,229.01,CT,248905,0
6382,6,075,10100,1400000US06075010100,6075010100,101.0,CT,776490,646917
6388,6,075,23200,1400000US06075023200,6075023200,232.0,CT,856567,0
6389,6,075,26100,1400000US06075026100,6075026100,261.0,CT,751208,0
6427,6,081,608600,1400000US06081608600,6081608600,6086.0,CT,1675052,11412
6475,6,075,12800,1400000US06075012800,6075012800,128.0,CT,497838,0
6476,6,075,15100,1400000US06075015100,6075015100,151.0,CT,173860,0
6477,6,075,16802,1400000US06075016802,6075016802,168.02,CT,215074,0
6500,6,081,611400,1400000US06081611400,6081611400,6114.0,CT,8842141,82320
6551,6,075,26404,1400000US06075026404,6075026404,264.04,CT,188349,0
6620,6,081,608013,1400000US06081608013,6081608013,6080.13,CT,1167660,266479
6626,6,081,613000,1400000US06081613000,6081613000,6130.0,CT,4612087,3133
6737,6,081,602000,1400000US06081602000,6081602000,6020.0,CT,3657017,0
6738,6,081,602500,1400000US06081602500,6081602500,6025.0,CT,1250108,0
6739,6,081,603000,1400000US06081603000,6081603000,6030.0,CT,3540178,623386
6740,6,081,604200,1400000US06081604200,6081604200,6042.0,CT,1737561,0
6741,6,081,605500,1400000US06081605500,6081605500,6055.0,CT,1098048,0
6742,6,081,606800,1400000US06081606800,6081606800,6068.0,CT,2895061,0
6743,6,081,608700,1400000US06081608700,6081608700,6087.0,CT,2514528,0
6744,6,081,609601,1400000US06081609601,6081609601,6096.01,CT,2379879,0
6753,6,081,610304,1400000US06081610304,6081610304,6103.04,CT,3006864,758763
6803,6,075,20200,1400000US06075020200,6075020200,202.0,CT,338535,0
6804,6,075,22802,1400000US06075022802,6075022802,228.02,CT,291126,0
6805,6,075,25200,1400000US06075025200,6075025200,252.0,CT,657048,0
6806,6,075,26403,1400000US06075026403,6075026403,264.03,CT,379382,0
6812,6,081,600401,1400000US06081600401,6081600401,6004.01,CT,519859,0
6847,6,075,30800,1400000US06075030800,6075030800,308.0,CT,1243204,0
6848,6,075,35400,1400000US06075035400,6075035400,354.0,CT,1033599,557642
6914,6,075,35202,1400000US06075035202,6075035202,352.02,CT,372758,0
6920,6,075,16900,1400000US06075016900,6075016900,169.0,CT,294847,0
6939,6,075,11000,1400000US06075011000,6075011000,110.0,CT,239179,0
6943,6,075,12601,1400000US06075012601,6075012601,126.01,CT,170458,0
6954,6,075,20900,1400000US06075020900,6075020900,209.0,CT,312680,0
6963,6,075,26402,1400000US06075026402,6075026402,264.02,CT,414505,0
6966,6,075,60700,1400000US06075060700,6075060700,607.0,CT,2081991,844393
6967,6,075,980600,1400000US06075980600,6075980600,9806.0,CT,2132298,2016110
6969,6,075,22600,1400000US06075022600,6075022600,226.0,CT,1357738,503898
6970,6,075,25702,1400000US06075025702,6075025702,257.02,CT,533458,0
6998,6,081,600900,1400000US06081600900,6081600900,6009.0,CT,2039502,306981
6999,6,081,601604,1400000US06081601604,6081601604,6016.04,CT,1485104,0
7007,6,081,604400,1400000US06081604400,6081604400,6044.0,CT,2010204,30068
7008,6,081,606500,1400000US06081606500,6081606500,6065.0,CT,1417270,0
7009,6,081,607500,1400000US06081607500,6081607500,6075.0,CT,1962150,0
7010,6,081,609202,1400000US06081609202,6081609202,6092.02,CT,908759,0
7015,6,075,32801,1400000US06075032801,6075032801,328.01,CT,585365,0
7323,6,081,606100,1400000US06081606100,6081606100,6061.0,CT,2566047,2675262
7332,6,075,17102,1400000US06075017102,6075017102,171.02,CT,294894,0
7333,6,075,33100,1400000US06075033100,6075033100,331.0,CT,895560,0
7350,6,081,613502,1400000US06081613502,6081613502,6135.02,CT,24139675,2240923
7639,6,075,20600,1400000US06075020600,6075020600,206.0,CT,567325,0
7674,6,075,16000,1400000US06075016000,6075016000,160.0,CT,157523,0
7752,6,081,601902,1400000US06081601902,6081601902,6019.02,CT,1308262,0
7753,6,081,608004,1400000US06081608004,6081608004,6080.04,CT,3677703,2134205
7754,6,081,609400,1400000US06081609400,6081609400,6094.0,CT,1092950,0
7755,6,081,610500,1400000US06081610500,6081610500,6105.0,CT,1193649,0
7756,6,081,612500,1400000US06081612500,6081612500,6125.0,CT,1993834,0
7771,6,081,601700,1400000US06081601700,6081601700,6017.0,CT,1229883,0
7772,6,081,603300,1400000US06081603300,6081603300,6033.0,CT,8009054,0
7773,6,081,604800,1400000US06081604800,6081604800,6048.0,CT,1033921,0
7774,6,075,25500,1400000US06075025500,6075025500,255.0,CT,1076567,0
7778,6,075,11700,1400000US06075011700,6075011700,117.0,CT,551749,0
7779,6,075,13102,1400000US06075013102,6075013102,131.02,CT,237886,0
7780,6,075,15200,1400000US06075015200,6075015200,152.0,CT,279195,0
7781,6,075,16600,1400000US06075016600,6075016600,166.0,CT,343168,0
7788,6,075,26303,1400000US06075026303,6075026303,263.03,CT,426600,0
7789,6,075,35201,1400000US06075035201,6075035201,352.01,CT,939755,630051
7790,6,075,60400,1400000US06075060400,6075060400,604.0,CT,4397436,2420402
7800,6,075,980200,1400000US06075980200,6075980200,9802.0,CT,1022573,779038
7871,6,081,613300,1400000US06081613300,6081613300,6133.0,CT,9443851,0
7926,6,081,610302,1400000US06081610302,6081610302,6103.02,CT,24003630,9471206
7927,6,081,611000,1400000US06081611000,6081611000,6110.0,CT,1369440,0
8026,6,075,25100,1400000US06075025100,6075025100,251.0,CT,556958,0
8036,6,075,22902,1400000US06075022902,6075022902,229.02,CT,161833,0
